en,fi,position,score,rel_score,ratio_score,index,correctness,freqs
withdrawal,vetäytymisen,0,0.6787957012574335,0.0,1.0,7477,no,146052
kannada,tamilin,4,0.623455130867354,0.0304317757078558,0.953460184931298,7657,no,660
performer,laulaja,8,0.6289496970418009,0.1532381637181057,0.8040903325075479,6057,no,78229
frontier,rajaseutua,2,0.4963105776377836,0.0289766019080763,0.9448366473875712,5886,no,43612
chains,ketjut,0,0.567426900045749,0.0,1.0,7624,yes,126905
conquest,valloitukset,8,0.7351981274872619,0.0498874846950476,0.9364559941986772,6021,no,33817
requesting,pyytämättä,7,0.6373475877727894,0.075202179137241,0.8944604536699872,7489,no,101792
complaints,väärinkäytöksiä,5,0.6197494866325415,0.0526903453089147,0.9216430336127054,6086,no,241048
collector,kokoelmansa,5,0.4912929691161758,0.097080166252616,0.8350023812834924,6852,no,96798
hanging,roikkui,0,0.6235428753134558,0.0,1.0,7198,no,269631
vampire,vampyyria,2,0.7019730386908842,0.0082034362898493,0.9884487355201792,6595,no,67060
watts,wes,8,0.42717177425062,0.0604005335625211,0.876119843980825,7104,no,36810
ferguson,ferguson,5,0.6801433049488448,0.0321400523266292,0.9548774346636896,7562,yes,1202
rifles,konekiväärejä,6,0.676515606687067,0.0626532807578641,0.9152382062853912,7032,no,36408
cnn,uutiskanava,8,0.5967860284340656,0.0726169450451171,0.8915198349542804,6751,no,5277
gibson,johnson,7,0.629221905395726,0.067378750002122,0.9032749259134129,6001,no,2531
seoul,pjongjangin,3,0.671747456370456,0.0096076512380725,0.9858992012670248,6170,no,1115
drives,ajettavat,2,0.5190437003167504,0.0723823505286652,0.8776138615720459,6607,no,272568
smoke,palavan,7,0.574105701519747,0.0626531871155913,0.9016061051776352,6508,no,396488
broader,laajempaan,6,0.633859144186713,0.066027370836821,0.9056598899685888,7300,no,164786
foods,ruokia,0,0.6860656216532637,0.0,1.0,6072,no,805974
penny,kirsty,8,0.4628677541810975,0.1041940051004195,0.8162563364660028,7655,no,117246
fluid,nesteessä,3,0.631288204105475,0.0165970495281684,0.9743827329992704,6099,no,225545
ferguson,smith,2,0.70261596779688,0.009667389478594,0.986427607243875,7562,no,1202
rachel,jennifer,1,0.7056364003576195,0.0631421764574924,0.9178668886442216,5910,no,6256
lightning,ukkosmyrskyn,4,0.5316275414378282,0.0431420493811367,0.9249402715970664,6446,no,78180
integrity,säilyttämisestä,5,0.5257108634556726,0.0310539793798787,0.9442242451557756,7427,no,228538
builder,pääinsinööri,9,0.5832275007434244,0.1260410271366481,0.8222943466653297,7018,no,99079
reflected,heijastaa,1,0.7239662023073589,0.0340017327870297,0.955140935107241,6207,no,180001
llc,tytäryhtiö,0,0.6297440973393942,0.0,1.0,7334,no,18476
vulnerable,vahingoittaisi,8,0.5435457385932494,0.0431304435413426,0.9264833909152156,7058,no,231732
harper,jennings,8,0.5925515679332285,0.1205249891879136,0.8309788928211279,6098,no,4030
valve,sylinterien,8,0.6378352012156091,0.0694136001274895,0.901854057588122,7417,no,131853
wong,wang,3,0.6797239195616698,0.0756690693690714,0.8998282079951774,7627,no,1322
proud,kiitollinen,5,0.5301280189605971,0.140786598568663,0.790157204970239,7648,no,514864
vista,cascada,5,0.4766455165493776,0.2414135555193803,0.6637970817305352,7515,no,33410
sanctuary,temppeliä,6,0.5184017820956944,0.0326158052293091,0.9408080504514432,6481,no,64770
slight,heikohko,6,0.5351396761533319,0.0418366917227502,0.9274897655223626,7245,no,212485
loose,painuu,3,0.4645674442980447,0.0326730513078715,0.9342912502167436,6504,no,321042
permanently,lopullisesti,7,0.520430883895046,0.2217061567477112,0.7012598150933231,5995,no,140804
barrel,piipulla,5,0.5794245311897488,0.0504176392267947,0.919951947337138,7410,no,117841
hayes,wilson,2,0.7040043898491862,0.0073686921452321,0.9896415926723384,6918,no,1230
espn,urheilukanavan,3,0.625686089702061,0.0740313379229098,0.8941982363163483,5965,no,3767
arsenal,arsenalia,2,0.5995693920542449,0.0932442791937143,0.8654121835878985,5869,no,45030
henri,frédéric,1,0.6995892426783713,0.0204451699872441,0.9716052877090212,5858,no,666
investigate,selvittämässä,4,0.6873148882648235,0.1271537053934095,0.8438813891861793,5966,no,241373
wording,käytösohjeen,2,0.7306598377952487,0.023869393647951,0.9683651836757924,6002,no,55463
generations,sukupolveen,7,0.5972612047994499,0.0972392821205165,0.8599867329801854,5992,no,242446
concentrated,painottuivat,7,0.5155736049463701,0.0225737872859824,0.9580527795696612,6916,no,128634
mysterious,salaperäisestä,6,0.6798910717317619,0.1118834396911885,0.8586927994308438,6412,no,146641
tobacco,savukkeiden,7,0.5584581002917375,0.1221451143383527,0.8205340325864624,6534,no,212721
sara,jenna,5,0.6062570798991422,0.0539396921718207,0.9182975524060532,7129,no,3501
fountain,suihkulähde,0,0.7091460893927588,0.0,1.0,7338,yes,70373
posters,julisteita,2,0.5721775920817871,0.0050652155178883,0.9912251561193968,7352,yes,136915
hung,hong,3,0.5108886211892127,0.0554033213104182,0.9021647366800484,7706,no,143918
terminology,termejä,2,0.6770283467255471,0.0346080555013393,0.9513683456986712,6614,no,74937
petroleum,öljy,0,0.6931464782712042,0.0,1.0,7660,no,64320
geological,geologien,8,0.6889620676846244,0.0995437020755751,0.8737565330614532,6183,no,35650
ace,spitfire,7,0.4368801439783209,0.1770001313645606,0.7116699485649745,5922,no,40444
reliability,luotettavan,8,0.6808323675102543,0.1075899198230561,0.8635376985765348,6825,no,167753
papua,indonesian,3,0.7175024659089315,0.0459374803131814,0.9398282988196998,7315,no,513
shirt,pelipaita,8,0.5634730243827151,0.1177845626635827,0.8271071546164254,7387,no,275639
enterprises,tytäryhtiöiden,4,0.6415505466163709,0.0290623466609463,0.956663006404608,7139,no,195609
philosophers,filosofeja,2,0.7441370053972849,0.0707679640872738,0.9131580162874258,7075,no,39041
hardy,dudley,8,0.5070351137441316,0.1069885873686732,0.8257582123055248,6889,no,30773
likes,ihailevat,7,0.5361980251956089,0.0486591040162507,0.9168017254370778,6921,no,408795
garcía,ángel,5,0.7628050918157083,0.0599682213813688,0.9271145278784648,7343,no,0
targeted,kohdistunut,7,0.5282715008324097,0.0470211493316163,0.9182656873537148,6466,no,347475
aux,librairie,6,0.5132699930945896,0.0440639308724885,0.9209380068615896,6758,no,7780
platinum,platinalevyn,2,0.7380349040766225,0.0504562917382311,0.9360090613490136,6176,no,138378
assists,tehopisteellään,6,0.5837117675327743,0.0338863359127126,0.9451320596296106,5871,no,165616
protecting,suojata,1,0.6952815819242428,0.0487559372882735,0.9344711307840008,6888,no,240101
ferguson,johnson,7,0.6644470386843834,0.0478363185910906,0.9328408868430292,7562,no,1202
stamp,postimerkkiä,4,0.5990281448547927,0.0344710321635317,0.9455863031649452,6892,no,105708
spy,vakoojaa,1,0.6999252799864732,0.0318015194866143,0.956539080556412,6141,no,90489
papua,guineaa,7,0.7074418442621022,0.0559981019600107,0.9266502856745736,7315,no,513
researcher,tutkimusprofessori,1,0.7850010370077967,0.0935434928892111,0.8935244717758617,7069,no,108541
ulster,skotlannin,2,0.6603210305715099,0.0970384556520389,0.8718726609791269,6725,no,557
licensing,lisensointi,0,0.6866323475815664,0.0,1.0,6844,yes,130623
casting,näyttelijää,1,0.540717460266351,0.0187912748715766,0.9664146890093784,7087,no,110749
andré,jean,3,0.6576237120778725,0.0893544445123447,0.8803787718234932,5874,no,0
frances,frances,0,0.7224246457722424,0.0,1.0,7293,yes,997
endangered,uhanalaisten,3,0.7113382453996957,0.0235677400613459,0.9679309455527692,6337,yes,71370
strictly,noudattava,6,0.5643994035669966,0.0300429221760258,0.9494603246185848,6097,no,151931
naturally,ominaisesti,8,0.5393683071975011,0.0895747383134993,0.8575789350835064,6112,no,438055
worcester,chichester,9,0.6723821247677341,0.0327999391942287,0.9534872753144812,7328,no,6455
cognitive,kognitiivisen,0,0.7728573346501749,0.0,1.0,7033,no,125332
patrolling,valvoen,1,0.5509555500608792,0.0010075010341551,0.9981746947877104,6501,no,12092
nationals,ulkomaalaispelaajien,2,0.5182379905903621,0.0127707124269293,0.975950088286004,7364,no,36877
thriller,draamaelokuva,9,0.7130339173147051,0.0602790968561746,0.9220508438994734,6187,no,45823
spacecraft,avaruusluotaimet,4,0.8305492637718596,0.0229845737115482,0.9730712800100382,7076,no,58699
prehistoric,esihistoriaan,9,0.6948713911325691,0.0420446021054231,0.9429451898300102,7375,no,24750
randy,jim,6,0.6662221039190265,0.0390021964828775,0.9446953310306376,6732,no,5351
recruited,värvättyä,6,0.6656238532019226,0.0830326133628381,0.8890911692196602,6610,no,61210
itv,tilannekomediasarja,7,0.6482875292534054,0.1539080444768266,0.8081414937742054,7156,no,1084
researcher,tutkijaprofessori,5,0.7525323874563926,0.1260121424406152,0.8565671537953943,7069,no,108541
constructive,ratkaisuehdotuksia,9,0.5894865984822559,0.0202618618386165,0.9667701303781004,7500,no,84098
yugoslav,jugoslavialainen,4,0.7427339879736135,0.0575067916628961,0.9281381390123392,6911,no,112
voluntary,vapaaehtoinen,9,0.5698511587831683,0.0502096665738747,0.919024610940446,7265,yes,152096
android,android,0,0.7814588035600099,0.0,1.0,7603,yes,48165
midnight,keskiyöllä,3,0.67825232982372,0.0308122099603529,0.9565452674170732,5942,yes,115301
compatible,yhteensopivan,3,0.7833054475370812,0.0246733953245531,0.9694628200446846,7510,no,183911
automobile,autojen,0,0.7751716660554376,0.0,1.0,6210,no,330119
boris,boris,0,0.7416603070294292,0.0,1.0,7231,yes,708
manuscripts,kirjoitusten,8,0.6219048735559825,0.0376480461928104,0.942918839314441,6567,no,44759
monarchy,monarkia,1,0.7849752231607008,0.0151581549287099,0.981055464821496,7442,yes,31381
recover,menettämään,1,0.6601023311683545,0.0149762239573036,0.9778155833219794,7626,no,250867
rotation,pyörivän,3,0.5931970621892179,0.0210547416374454,0.9657229469962012,6689,no,112783
bavaria,baijerista,5,0.7678617306204721,0.0709232232104112,0.9154452844123014,6330,no,417
arsenal,arsenalista,8,0.555589631306955,0.1372240399410041,0.8019322573501997,5869,no,45030
circus,sirkuksesta,2,0.5526257858470407,0.0592629899058863,0.9031474472906234,6658,no,44038
nurse,sairaanhoitajaksi,4,0.7008112019875194,0.0669675069801414,0.9127775930773276,6485,no,203370
minneapolis,minnesotassa,6,0.656960399007803,0.0323027595914586,0.9531343592233984,7019,no,9027
brandon,brandon,0,0.7046802818561418,0.0,1.0,7135,yes,2936
magical,taikavoima,0,0.6878330097200362,0.0,1.0,7504,no,159964
quarterback,pudotuspelipaikan,6,0.6795040363254806,0.0172937202123276,0.9751811482599264,5943,no,88293
plantation,plantaaseja,9,0.5487410816152959,0.0626741921919531,0.8974932506973788,7393,no,37245
genesis,harmageddonin,2,0.494450964883565,0.1334783555222008,0.7874309238562908,7485,no,19514
enterprises,tytäryhtiötä,5,0.6226999727783866,0.0479129204989305,0.9285535351627704,7139,no,195609
gif,jpg,9,0.5402148551622113,0.1383228059983602,0.7961457205458976,7194,no,21484
ferguson,macdonald,9,0.6585356976301526,0.0537476596453213,0.9245417443825876,7562,no,1202
napoleon,bonaparte,9,0.5892221058571299,0.2211614205304548,0.7270904290017869,6259,no,1387
dressed,pukeutuivat,9,0.6473699886669202,0.0784110985717742,0.8919631553501939,7273,no,217155
jessica,jennie,4,0.6949247145634346,0.0347029205245058,0.952437491597583,6990,no,7307
algeria,tunisia,5,0.7744041007639142,0.0558971765372025,0.9326784408679996,6135,no,578
hypothesis,hypoteesia,8,0.6706248122888931,0.0826456102589777,0.8902842753609835,6668,no,76010
milton,arthur,7,0.508348149487976,0.1255594368000245,0.8019278527091492,6182,no,2018
legally,laillista,3,0.6368361304360499,0.0903048266400299,0.8758083618296563,6814,no,179044
ernst,gustav,8,0.6783268652158806,0.061760294559331,0.916549971522152,6630,no,665
spotted,huomasi,3,0.4482272143535361,0.0356950986056017,0.926237956693235,6802,no,115863
rainfall,sateet,7,0.6885348365078072,0.0522665134100492,0.9294459797949276,7281,no,54676
della,maggiore,5,0.6932774391659355,0.1250410333705848,0.8471975916870135,7070,no,11238
jets,jets,0,0.5867625711665405,0.0,1.0,6380,yes,46885
hoped,toivoi,1,0.7670568762329465,0.000198389659655,0.9997414293932226,6965,yes,177813
employer,työnantaja,0,0.7481271273283714,0.0,1.0,7572,yes,384412
acknowledged,totesi,3,0.6734756668027937,0.0359054618811331,0.9493848082091688,6705,no,171634
surfaces,pinnoilta,9,0.6010432200221845,0.0808903620888205,0.8813808790022997,7323,no,177010
explicit,sellaista,1,0.5930734994844169,0.0035196391094749,0.9941004364921622,7241,no,100101
proximity,sijainti,3,0.5872177046647236,0.0258806484115761,0.9577871180346242,6978,no,102062
reveal,paljastuvat,5,0.6755311188635341,0.0871756322925563,0.8857022936267211,6067,no,308012
windsor,rochesterin,6,0.6279987061088375,0.0698353047412749,0.8999256217732917,6223,no,3303
casting,näyttelijäkaartiin,4,0.5067353593056119,0.0527733758323157,0.9056790850292868,7087,no,110749
hide,piilotettua,9,0.6168705701595647,0.1075409605569218,0.8515471441342777,6278,no,266447
interim,virkaatekeväksi,6,0.5620349186802969,0.0713335330391196,0.8873743508293329,6463,no,93509
happening,tapahtunut,2,0.5858278934214599,0.0297021017707913,0.9517454843747876,7066,no,467658
lithuanian,liettuan,6,0.7081054032100613,0.0614909062701056,0.9200997906140682,6145,yes,294
johns,johns,0,0.6632254993839513,0.0,1.0,7177,yes,4604
squadrons,laivueita,3,0.7476139989490007,0.0202508326372827,0.973627086689922,6789,no,6859
algeria,marokon,9,0.7667405458924609,0.0635607314086558,0.923448592521429,6135,no,578
jets,wingsiä,4,0.5502273338924655,0.036535237274075,0.9377342061859204,6380,no,46885
executives,toimitusjohtajan,9,0.574911403486432,0.1107570314516861,0.8384685282155624,6519,no,186995
insufficient,riittävää,1,0.761502727446932,0.0031083699898001,0.9959347045835188,7172,no,91949
saxony,saksin,0,0.8124507326840338,0.0,1.0,6734,no,223
miscellaneous,sisältyviä,1,0.4829219805565513,0.0256848898884925,0.9494995223599366,7520,no,24875
monks,luostarin,8,0.6317239993519472,0.0781100999914448,0.8899600624093744,6971,no,48106
sudden,äkillisen,1,0.6612390369985687,0.006810039530524,0.9898060789696675,7275,no,259275
invention,keksimisen,2,0.7010725006893024,0.0453832028336711,0.939201746842471,7234,no,159814
defines,määrittelevä,9,0.7230031263044577,0.1057476941153346,0.8724010987261893,7558,no,119943
approached,aikoi,8,0.59164850213121,0.0775921624801435,0.8840594025690243,5925,no,166727
councils,hallintoelin,6,0.6294696031942544,0.0593429971181015,0.9138473990005536,6925,no,63502
screenplay,käsikirjoittanut,8,0.7910372532549104,0.0390881218803883,0.9529129899516472,6075,no,28645
unified,yhtenäistä,2,0.5132936416479436,0.0195083402250489,0.9633853835219042,6568,no,78099
tenor,tenorisaksofonia,5,0.7031458363071953,0.0443781368274492,0.9406331590392274,6826,no,22287
joy,rakkauden,2,0.5128739589952507,0.0343708743412893,0.9371928755695492,5860,no,370645
hoping,pääsisi,3,0.6678056669389889,0.0582312677885507,0.9197957224994302,6371,no,396564
saxophone,sopraanosaksofoni,7,0.7602909332816348,0.0530226507443705,0.9348066332767964,6043,no,15308
expertise,asiantuntija,7,0.6507578353091835,0.0828333669202711,0.8870851140682543,7082,no,567356
moderate,kohtalaista,9,0.5113615277850443,0.0467315196058245,0.9162657198037168,5932,yes,202965
mandatory,pakollista,0,0.6293498796367804,0.0,1.0,6967,yes,155901
petroleum,öljyteollisuudessa,2,0.6774382281727329,0.0157082500984713,0.977337762520774,7660,no,64320
spotted,havaittua,4,0.4398367698116283,0.0440855431475095,0.9088995444786772,6802,no,115863
bats,saalistaa,5,0.4652303355387234,0.0444121055729026,0.9128563439967216,6910,no,46784
highland,mountains,0,0.5020866485148231,0.0,1.0,6787,no,7166
abortion,aborttia,0,0.6833659781995176,0.0,1.0,7447,yes,152044
colombian,venezuelalainen,4,0.7408505643835864,0.0476321507249418,0.9395901142634616,7260,no,700
rapper,artisti,0,0.7113181499257668,0.0,1.0,6632,no,31472
unofficial,epävirallista,1,0.6798458453570932,0.0507295252164715,0.930562229087131,6783,yes,34310
sherman,warren,4,0.5792989360906018,0.170346704093237,0.7727636966561132,7367,no,2257
header,linkitetyn,0,0.5629894387352619,0.0,1.0,5913,no,102354
baldwin,randolph,9,0.5602328785471148,0.0485413744656632,0.9202637525725906,7432,no,2009
quest,seikkaillaan,8,0.4996206461178096,0.095647687907615,0.8393200470436417,6073,no,180078
cox,wilkins,0,0.6410689051191524,0.0,1.0,6127,no,3786
preference,valintaan,2,0.5345237203118751,0.0133349214266178,0.9756599231796312,6776,no,198338
implement,kehittämään,9,0.6252314622682809,0.070259777905048,0.8989781986505855,6742,no,402948
stern,kannella,2,0.4266175594243988,0.018304490483872,0.958859106920761,6968,no,36458
substantially,tuntuvasti,3,0.5957402256382557,0.1197310168724742,0.8326543266053371,7330,no,185498
prevention,ennaltaehkäistä,1,0.7057682706698691,0.0077101446422852,0.9891935838887124,6655,no,259928
investigations,selvittäminen,9,0.64029689452146,0.04711423390206,0.9314613453958625,6571,no,124155
decorated,koristeli,3,0.69860314980808,0.0259625629686495,0.964168104409531,5900,no,124112
vital,elintärkeää,1,0.679500740939865,0.0062967706964608,0.9908183237914692,6382,no,630063
collapsed,sortui,1,0.6565292253971727,0.0239356034273975,0.9648246280873272,6352,no,75699
arbitrary,yksikäsitteisesti,8,0.6426526496583659,0.1008831043207234,0.86431976703092,7277,no,70229
interim,uudeksi,5,0.5652890347376225,0.0680794169817939,0.8925121439235288,6463,no,93509
barrel,piipusta,6,0.5790471069778519,0.0507950634386916,0.9193527111639752,7410,no,117841
mesa,nevada,2,0.4916486458993688,0.0188480450823892,0.9630790063572366,6529,no,11716
alphabet,kirjaimista,8,0.7270770083868977,0.052572121116755,0.9325695121981038,7377,no,42784
upgraded,modernisoitiin,6,0.5711549021140774,0.0745914802650922,0.8844879626111578,7072,no,102777
cannon,konekivääri,4,0.5844353020590669,0.05670088740507,0.91156186729615,6058,no,31463
frog,sorsalintu,2,0.5110569270801724,0.0217743599696855,0.9591346069592792,7094,no,37503
elimination,jatkoon,7,0.4950218333140255,0.0243314563650681,0.9531504722342232,6766,no,108822
chicken,sika,8,0.5293395254848845,0.0460875103494453,0.9199072906217872,6417,no,338089
hybrid,muunneltu,7,0.4535499628361676,0.0919020909263231,0.8315120636316449,5891,no,170137
midlands,midlandsin,2,0.6574305086429668,0.0195670724206119,0.9710972786787928,7594,yes,3122
andrea,andrea,0,0.7618380462336924,0.0,1.0,6085,yes,2138
nursing,terveydenhoidon,9,0.6610652009425397,0.044613222581872,0.9367796703219896,6090,no,297916
shelter,piilopaikkaa,6,0.5094081510623404,0.0659395946425676,0.8853917563163833,6762,no,188545
custody,kuolemantuomioon,7,0.6125420870570712,0.0262108281270785,0.958965622693836,7649,no,128667
ahmad,abdullah,1,0.7334758307983749,0.0179828939567104,0.9760693523618726,6299,no,716
toy,leluja,4,0.5273328208526019,0.0572979728896798,0.901992892774413,6472,no,214959
walt,larry,9,0.5013663444001166,0.1885812761640377,0.7266730538039408,6750,no,4780
equations,yhtälöihin,3,0.7869642964589534,0.0438173450259375,0.9472576874139624,7162,no,45463
pet,lemmikkien,5,0.5162938222855638,0.0532788148567715,0.90645826119021,6423,no,535006
feeding,ruokinta,7,0.5956352302431953,0.0512489125505616,0.920775747679904,7053,yes,225102
servant,lastenhoitaja,5,0.5770768673909048,0.1015641790815125,0.8503418270830447,6359,no,89915
petition,lakiehdotuksen,5,0.6425125464566838,0.0819607066045332,0.8868685541416287,7230,no,149386
wei,yang,9,0.768016916089484,0.0427112905664431,0.947317374410078,7518,no,2402
admit,myönnän,5,0.6483243082991754,0.0321314693568544,0.9527794892600694,6577,no,348615
monroe,tennesseessä,2,0.6051928213707621,0.0101019937147174,0.9835818643891644,6229,no,3856
stamp,postimerkissä,6,0.5586995464603997,0.0747996305579248,0.8819262387837937,6892,no,105708
enterprises,suuryrityksiä,2,0.6526933211338055,0.0179195721435116,0.9732788135701688,7139,no,195609
butterfly,kimallus,2,0.4902125605602172,0.0227798697616278,0.9555941405464092,6132,no,57621
philosophers,filosofis,6,0.7092511155878554,0.1056538538967033,0.8703482518169803,7075,no,39041
doug,rick,5,0.671527417057729,0.0406298446874964,0.9429482126069624,5881,no,3130
licence,lisenssit,3,0.6316617879861253,0.0218176933276846,0.9666130399629066,6265,no,102241
armament,pääaseistus,1,0.8048245345199514,0.0123725112137151,0.9848598189649508,6981,no,5492
paying,palkkansa,5,0.6638096665494302,0.0605128066061936,0.9164559863197946,6301,no,815788
observations,havaintoja,0,0.7493714252582737,0.0,1.0,6317,no,156403
authorized,velvoitettu,9,0.5355215555855037,0.0244413381177377,0.956351861181197,6277,no,207847
edgar,allan,7,0.5332032724945016,0.1135880946763429,0.8243821726112501,6041,no,1556
brighton,manchesterissa,5,0.6931518620919372,0.0314664596824869,0.956575125501336,6617,no,2657
duration,kestosta,6,0.6214571003444499,0.0532358586200072,0.9210961698759752,6198,no,250646
reconnaissance,tiedustelukoneet,6,0.709417424434942,0.0316784071984718,0.9572546412403226,5960,no,14671
trilogy,trilogian,0,0.7539373183709579,0.0,1.0,7549,no,33748
freeway,moottoritieksi,4,0.6900996220141282,0.0204367776197107,0.9712375359935924,7621,no,36361
sanctions,rikkomisesta,9,0.5966072866447165,0.0317874159511368,0.9494148887318348,6559,no,98592
iso,standardiksi,9,0.5854682388513862,0.0903789026196072,0.8662731598998911,6351,no,9651
darwin,darwinii,6,0.5829016225353332,0.1463607426138546,0.7993030360425728,7311,no,2059
cheese,juustoja,4,0.6065468585733387,0.0637613211631062,0.904877602436276,7312,no,287661
dot,merkki,5,0.4170149612261757,0.0412286327364627,0.9100290036136888,7193,no,93095
threw,lyötyään,9,0.5838818906536206,0.1202775443207676,0.829189898839966,6667,no,174050
thomson,mcmillan,3,0.5592208947286507,0.0753905979346597,0.8812019656021928,7372,no,1601
loading,kuormattu,6,0.5734525205456846,0.0402978851663711,0.9343415746998672,7391,no,130271
manuscripts,kirjoitusta,5,0.6305108647761979,0.029042054972595,0.9559670587408567,6567,no,44759
thunder,thunderissa,5,0.5612798061913704,0.0776171841446251,0.8785137740219964,6391,no,37707
condemned,syytettiin,4,0.6714795523335086,0.0856570149093645,0.8868671536744208,7677,no,74875
blogs,nettisivustot,3,0.706873528337284,0.0392848792873747,0.9473504836426956,6887,no,361395
consolidated,lakkautti,9,0.547265348975201,0.0721979905278503,0.8834507453083997,7494,no,55980
extraordinary,poikkeuksellisen,9,0.4397194055509049,0.0474246532506413,0.9026475795120776,6401,no,264752
stability,tasapainon,4,0.6349590889135855,0.04328638899744,0.9361788756325206,6370,no,288878
lover,rakasta,6,0.7061371665323821,0.0539933882864559,0.9289682700633916,6027,no,173040
floors,kerroksista,3,0.700532402274161,0.0202307665831875,0.9719314645124556,7490,no,182335
rafael,rafael,5,0.6978006155348934,0.0261093231281271,0.963932912460978,7282,yes,1030
answered,vastauksensa,1,0.6631990612182614,0.0317457863916278,0.9543189844477435,7163,no,279588
eva,ingrid,4,0.5675867799200935,0.0923753967053762,0.8600292562556968,7688,no,4013
reconnaissance,tiedusteluosaston,9,0.6906514925034728,0.050444339129941,0.9319327717459168,5960,no,14671
toy,lelut,3,0.5291499544630496,0.0554808392792322,0.9051010657100464,6472,no,214959
toll,liikennemäärä,4,0.4805151247710392,0.0243488829622727,0.9517714026167324,6399,no,122745
cnn,uutistoimisto,2,0.6148575158469549,0.0545454576322278,0.9185162603196532,6751,no,5277
helsinki,tukholmassa,7,0.586112809698067,0.1027885429457471,0.8507935242814186,7587,no,797
everyday,jokapäiväisestä,8,0.6003066473409066,0.0840754650673677,0.8771512820936913,7250,no,515693
carol,carol,0,0.6333071135177873,0.0,1.0,5937,yes,8416
comparable,kuin,1,0.5782768744248747,0.0105144864594917,0.9821422541871216,6104,no,176111
centered,keskiössä,0,0.5523287107814996,0.0,1.0,6392,no,112376
boom,nousukauden,4,0.4326003172049573,0.0424262581177775,0.9106865587699952,6505,no,114183
nixon,clintonia,9,0.641295007160196,0.1253374351932018,0.8365090905774315,7576,no,1720
ashley,debbie,6,0.6742193866334838,0.0464395530276461,0.9355595962641036,7192,no,7593
physically,fyysisellä,2,0.5402140576407704,0.201819767146377,0.7280181032121156,7142,no,258495
presenting,esittää,0,0.6698929682814745,0.0,1.0,6956,yes,187621
depot,pysäkkirakennus,0,0.6133740203237601,0.0,1.0,6009,no,32021
tissue,kudoksiin,3,0.751059889901307,0.0079676543042621,0.9895028126909392,6281,no,345666
explosion,räjähdyksessä,2,0.7899676110386609,0.0168350768724455,0.979133588515882,5990,no,116122
vague,epämääräisten,8,0.5769821356372485,0.0548222881726386,0.9132290213448474,7095,no,84240
philippe,guillaume,7,0.6850982504801053,0.1054314362657428,0.8666319076520164,7261,no,1823
midlands,yorkshire,1,0.6650368341205726,0.0119607469430061,0.9823326592626586,7594,no,3122
correspondence,kirjeenvaihdosta,7,0.6203770638433712,0.0810060936225576,0.884505219778545,7563,no,100137
console,pelikonsoli,4,0.7375400714949563,0.0295235338654007,0.9615109703301188,7206,no,165116
ultra,ultran,2,0.4127106574433996,0.0901192991681474,0.8207757951108556,7522,no,68670
regulatory,säätelyn,2,0.6041425338617252,0.0181748217024499,0.970794930368006,7666,no,242403
ash,ash,0,0.5433700599459794,0.0,1.0,6497,yes,63688
mandate,mandaattia,3,0.5840356081998215,0.0709898319979756,0.8916227864729362,7712,no,120572
skill,taitoihin,8,0.6513224542109549,0.0935585931683072,0.8743979411243213,6250,no,429058
jackie,jackie,0,0.7320875008425625,0.0,1.0,7169,yes,3044
leon,leon,0,0.607605491694114,0.0,1.0,5909,yes,2590
maintains,ylläpitävää,8,0.5509954843989257,0.086303320687178,0.8645795033688822,6449,no,142165
hawk,sparrowhawk,5,0.5114280446186795,0.0847703388027049,0.8578152152707358,7634,no,18041
violated,rikkomisen,5,0.6561527513167541,0.0549329047630539,0.922747837347898,7584,no,76507
twentieth,jälkipuoliskolta,9,0.6115955796302622,0.0633072594020707,0.9061979654836838,6162,no,52032
claire,claire,1,0.706137439043064,0.0058272568392392,0.991815244670218,6939,yes,3036
armoured,panssarivaunuilla,6,0.7499889320323959,0.0412440070948468,0.9478737486076598,7102,no,9377
divorce,avioero,5,0.7749854791177748,0.0473788431762829,0.9423870395494354,6512,yes,266134
chest,vatsaansa,2,0.6218802658191902,0.0081990601291606,0.9869872573317336,7289,no,334504
custody,pidätettyä,4,0.6172081452619722,0.0215447699221775,0.9662705728458926,7649,no,128667
tel,kairon,9,0.5822066001063776,0.1827500970406014,0.7610974611736908,6603,no,19444
haiti,nicaraguan,7,0.6253142680572421,0.1607818478443419,0.7954679528470394,7679,no,1918
descriptions,yksityiskohtaisemmin,6,0.5953085308663265,0.0441584054349472,0.9309449747466808,7317,no,142569
deposits,kallioperä,5,0.6071747678350723,0.0190819838462069,0.9695300948133836,7605,no,154243
pregnant,lapsen,5,0.6436916065249358,0.0806704758449339,0.8886323872986184,6768,no,379625
generations,sukupolvi,9,0.5747478204219325,0.1197526664980339,0.8275700755385732,5992,no,242446
fourteen,yhdeksän,3,0.7906587334653019,0.0214270837164847,0.9736147544223296,6226,no,60641
throwing,heitteli,6,0.6321117293643739,0.1136956551706263,0.8475535942279334,6944,no,201749
ruins,raunioihin,8,0.6854861821990116,0.1172379221355089,0.8539499169111132,6048,no,75473
trap,vahingossa,1,0.5101371923795943,0.0146891674114684,0.9720113764535068,7077,no,132686
striker,keskuspuolustajana,9,0.756728494562575,0.0596678766981695,0.9269131039791056,6429,no,30805
slavery,orjuus,1,0.7050960986238544,0.0426445205761915,0.942968832398307,5903,yes,92619
dong,cheong,5,0.6750194824822218,0.0685095104157287,0.907858992628238,7645,no,9415
