en,es,position,score,rel_score,ratio_score,index,correctness,freqs
descendants,ascendientes,6,0.6614696191118337,0.1787663920637605,0.7872426441070477,5683,no,50831
construct,construir,0,0.7910165397720165,0.0,1.0,6781,yes,164107
secular,laico,4,0.6242847317659925,0.1001907490845839,0.8617058109862406,7098,yes,99134
chilean,chileno,0,0.8044720847648406,0.0,1.0,6293,yes,679
interchange,troncal,8,0.5466052007073952,0.1359944974935274,0.8007697661572982,5590,no,34228
solomon,salomón,0,0.6867247708954665,0.0,1.0,5681,yes,1202
varies,fluctúa,5,0.6634494457888653,0.1871957332922784,0.7799367610658948,6565,no,141788
farms,ganaderos,3,0.6234977830785681,0.1334432719185271,0.8237071816390786,5836,no,144871
monte,montepulciano,8,0.4676346246916968,0.0513671325543404,0.9010270546540956,6405,no,8147
privacy,privacy,9,0.5079629636910864,0.2692308499015314,0.6535859586207999,6634,no,359031
imposed,impuesta,1,0.6757849979292461,0.0348129326377119,0.951008958596409,6373,yes,151356
probability,estocástico,8,0.6677480465962674,0.1431904034596843,0.8234262989382182,5835,no,175103
atlas,cartográfico,7,0.3958903161829045,0.2980811707895746,0.5704705792885182,6055,no,12107
shelter,albergues,6,0.5524786678700111,0.1417383717296069,0.7958298865562952,6762,no,188545
provision,reglamentaria,8,0.6109354078957541,0.0672958959957952,0.9007773666451764,6575,no,292202
eve,navidades,8,0.4830635361659525,0.1353279055136894,0.7811614191391153,5506,no,78079
anybody,sinceramente,9,0.6406130608820495,0.0482501081688585,0.9299569053236858,6952,no,303197
documentation,documentacion,8,0.5882231489162242,0.216919178627691,0.7305828159731678,6105,no,254949
blair,cameron,1,0.5711222338365947,0.0669630210386603,0.8950563102233862,6772,no,3735
developer,microsoft,6,0.5804341067583976,0.219720170918261,0.7254027416359703,5655,no,254410
vampire,vampiras,7,0.6259925901470788,0.0809807526867468,0.8854543053035856,6595,no,67060
argues,argumenta,0,0.8188267549294778,0.0,1.0,6464,yes,112654
rankings,gamerankings,7,0.5480171281158241,0.203740433788564,0.7289811980441686,6553,no,151086
ellen,helen,1,0.6420465110269595,0.063116394966783,0.9104938810162782,6539,no,2468
infinite,finita,6,0.6131107173511394,0.1276509917224222,0.8276760391920504,6727,no,103329
temporarily,definitivamente,6,0.5566446094168107,0.2816684317630018,0.6640056662287019,5667,no,117242
investigate,investigarlo,2,0.7407403635562758,0.1150194113181347,0.8655938095068622,5966,no,241373
lens,refractiva,5,0.5469295730602336,0.1496853214161947,0.7851247186887996,6489,no,262820
surrender,replegarse,5,0.6265105287111392,0.1966214850498999,0.7611300717712329,5982,no,91229
prof,estudiantes_doctorales,3,0.5368905860886527,0.0964579882261525,0.8477015783441106,6959,no,7257
transformation,transformación,0,0.8155990331233527,0.0,1.0,6328,yes,192718
farms,cultivos,9,0.6023460783397068,0.1545949766573884,0.7957635199771511,5836,no,144871
elevated,elevados,3,0.5322605006430781,0.1455719018462407,0.7852390925667874,6014,yes,142421
severely,ocasionado,9,0.5558583763757917,0.1838387039689798,0.7514675819954664,6333,no,130764
breed,pelaje,6,0.556808975792493,0.0767745642611361,0.8788248756357565,6261,no,173187
julian,adrian,4,0.4416802648391706,0.1591672551809769,0.7350954279121602,5610,no,1727
pet,cachorro,8,0.4791471832212602,0.1011756775165254,0.8256562262808377,6423,no,535006
raiders,broncos,6,0.5381487518577464,0.0515639953183881,0.9125608263255208,6615,no,8322
enlisted,reclutado,9,0.5786402219719347,0.1237819314532038,0.8237784345929003,6460,no,37666
muscle,esquelético,7,0.6387537619012544,0.1112949408539117,0.8516163811161992,6078,no,637216
sail,embarcación,0,0.643272646458363,0.0,1.0,6588,no,82136
nacional,paysandu,6,0.5268287172512732,0.0275485655340879,0.9503071890037134,6036,no,426
suite,fantaisie,8,0.4582437185974182,0.2916911004465468,0.611044729436084,5880,no,186778
retreat,atrincheramiento,8,0.61399941578084,0.0540068626106184,0.919152163149326,6188,no,132860
reconnaissance,aeromóvil,6,0.64354483421107,0.0352435155233392,0.9480787854754298,5960,no,14671
hotels,restaurantes,6,0.6964109512686355,0.1528966499976433,0.8199749422121251,5668,no,360850
defining,definidos,8,0.5715353475603392,0.0491073259024333,0.9208766525375266,6184,no,116062
consumption,consumo,0,0.8382004129713672,0.0,1.0,5695,yes,423879
dorothy,cathleen,5,0.5940894916912037,0.1151552495256137,0.83763679470073,6763,no,3052
annie,rebecca,2,0.6157759119653159,0.0931948884803676,0.8685490454306692,6737,no,3876
budapest,budapest,0,0.7894579961534727,0.0,1.0,6271,yes,1009
cardiff,manchester,6,0.6256886293821117,0.1061534255596808,0.8549503614299347,5701,no,1622
clara,carmen,8,0.5052004156019574,0.0252525743019866,0.952394321867128,7079,no,6260
triangle,rectángulo,5,0.5735890486839018,0.189009431388935,0.7521507892713313,6093,no,59398
discusses,explican,5,0.6074757540446714,0.0285010079582141,0.955185456983592,7113,no,126888
focusing,enfocadas,8,0.6553084292925386,0.0571740587663882,0.9197537346887612,5985,no,280834
slovenia,eslovena,9,0.6454550264269704,0.1693220904606499,0.7921860016056341,5510,no,476
morrison,harris,9,0.5687698401827757,0.1580889558510801,0.7825038966114174,6620,no,2258
betty,rosie,8,0.5920770047082882,0.0946043509217335,0.8622296205567789,6440,no,3717
paragraphs,párrafo,1,0.6953353404284909,0.0555454890911391,0.9260262255907188,7000,no,78042
wheels,ruedas,0,0.6931394447304794,0.0,1.0,5920,yes,219741
enters,llega,1,0.6759518575557515,0.0606321421022545,0.9176846875164192,5608,no,120246
separation,separación,0,0.7814209371668956,0.0,1.0,6139,yes,164622
pump,válvula,9,0.5210323186450285,0.0441964697560022,0.9218078224907312,7052,no,255719
twitter,tweets,8,0.5960722840621309,0.2407124654122354,0.7123364574181817,5679,no,145790
instances,inconsistencias,2,0.5981791549175335,0.0938075610454943,0.8644373383455147,6110,no,282587
lynn,joanne,5,0.5302519681354488,0.0403795631077453,0.9292370629786731,6368,no,2685
css,json,6,0.5103168683380332,0.2019796066182021,0.7164388513496265,6126,no,19098
collector,coleccionable,5,0.5552428873402324,0.1542342175757984,0.782608604975276,6852,no,96798
mph,velocidad,7,0.530201263312976,0.2564975011179379,0.6739571577902701,5793,no,107262
midnight,noche,1,0.6290540202931699,0.1038948850572035,0.8582508490035353,5942,no,115301
macedonia,macedonia,0,0.8497585091797495,0.0,1.0,6007,yes,554
emily,rebecca,3,0.6720642121955577,0.0785799447693602,0.8953166503192633,6060,no,6218
gibraltar,malta,9,0.5216991579539085,0.2418773198931878,0.6832310490035512,7105,no,419
galleries,galerías,0,0.7742783202006428,0.0,1.0,6923,yes,100622
renowned,célebre,5,0.6404270188674439,0.0737440853293357,0.8967417123207821,5541,no,188020
thesis,doctorado,2,0.7017405982389154,0.114703370833418,0.8595085821213827,6026,no,119092
holdings,subsidiaria,8,0.5470085928929184,0.1152285583116147,0.8260010660802898,6864,no,64579
imprisonment,encarcelación,5,0.7266695364293455,0.0535025235813081,0.9314221486211932,7004,no,55188
customs,aduanas,0,0.597913328732826,0.0,1.0,5686,yes,114635
attract,atraerlos,5,0.5893292061927274,0.2185098599053274,0.7295131306774351,7048,no,346464
manuscripts,manuscrito,2,0.7705588937788546,0.0969556195261596,0.8882374668790464,6567,no,44759
fires,incendio,1,0.6272656729243322,0.0817108012324646,0.8847482191427504,7015,no,121769
inaugural,inaugurales,1,0.6561602921833558,0.0768751340367002,0.8951276687497741,5533,no,58558
assertion,irrelevancia,9,0.6473750230743658,0.0842106580757912,0.8848929657242607,5761,no,65575
tested,pruebas,2,0.6270650518811438,0.0758377327264085,0.8921077930161414,5540,no,389598
rochester,worcester,1,0.601224575149014,0.1004805117042707,0.8568052112107895,6050,no,4242
pitched,jonrones,1,0.5236363740878691,0.0001264767684745,0.9997585228347756,6052,no,55335
jessica,natalie,2,0.667674535448431,0.0600107681831646,0.9175319772384104,6990,no,7307
imdb,imdb,0,0.773807292378537,0.0,1.0,5956,yes,7969
estonian,noruego,7,0.5907434019129878,0.1214425709268298,0.829479131072209,6671,no,187
prepare,prepararlos,2,0.7519472885357297,0.0695195114657164,0.9153714897965516,6047,no,566980
endings,consonantes,4,0.4468263377378113,0.0151204168979949,0.9672680525487928,6561,no,23479
announcement,anunció,2,0.6873623508057052,0.0443634613257103,0.939371468670094,6279,no,257805
admission,readmisión,1,0.5623356629520919,0.1016709950142265,0.8468825669224183,7083,no,191830
fac,revises,0,0.5822733789500387,0.0,1.0,6773,no,4594
notion,afirmación,6,0.6539866669537704,0.1678120796739247,0.7957990562013478,6438,no,244484
nat,hist,7,0.4043407408587225,0.2160307627866504,0.651771943880031,6893,no,6165
thesis,tesis,0,0.8164439690723335,0.0,1.0,6026,yes,119092
distant,distantes,1,0.6641830575563752,0.0461961093219049,0.9349697858892582,6581,yes,166675
loose,romperse,5,0.4881776894531004,0.0321470241566699,0.9382173798095254,6504,no,321042
thursday,jueves,4,0.7313127827090473,0.0376540102871647,0.951032982659174,6723,yes,15636
joel,brendan,2,0.5103377595937812,0.1037263858201122,0.8310821652838918,6378,no,2747
carefully,meticulosamente,1,0.684291173906082,0.1111172432818954,0.8603016502204863,6193,no,542015
adequate,inadecuada,8,0.6229600553841084,0.0866230984447167,0.877923964263654,6926,no,350679
kilometers,kilómetro,4,0.6431901705115304,0.135708355372351,0.8257688891908591,6385,no,86652
enrolled,matriculándose,4,0.6913396298674662,0.057167035061681,0.9236252157259116,6247,no,122426
guided,guiar,4,0.5076841408395871,0.2040987087073171,0.7132570574898803,7065,no,162109
exploration,exploraciones,1,0.7321386564705696,0.0956476136230344,0.8844537327102335,5949,yes,195202
finite,\mathbb^n,9,0.7071194452242433,0.0592564871127182,0.922679608515336,6992,no,45438
conjunction,realización,6,0.4579141244636845,0.0997359349970539,0.8211496021474451,6462,no,190203
curriculum,profesorado,5,0.6803052739558182,0.0454651362561795,0.9373560348886376,6045,no,234314
hypothesis,conjeturado,8,0.6117196064394343,0.206999321237333,0.7471668062875702,6668,no,76010
compounds,oxácidos,3,0.7239145340331197,0.0139865312580398,0.9810455196286768,6107,no,144323
presbyterian,metodistas,6,0.6416412404936607,0.0774743543262437,0.8922643940914028,6209,no,835
hate,odiar,1,0.6186508164679709,0.0748235329761446,0.8921033877660757,5605,yes,457758
abolished,abolió,2,0.7007854794885189,0.0716087178212885,0.9072899329504333,6134,no,29215
melody,melodia,7,0.63512388844489,0.1999550832006873,0.7605554803916774,7109,no,57147
handball,balonmanistas,2,0.6728909244345265,0.1051500265639133,0.8648528378500167,5715,no,4798
concerto,concertos,3,0.7544906228519463,0.0235073848401362,0.969784775015208,6778,no,7740
fled,huir,5,0.7246218326014967,0.1138183177279438,0.8642499197071821,5493,no,79060
hamlet,pueblica,1,0.4601772453954719,0.0586062510426045,0.887031388922373,5597,no,14495
perceived,reprochaba,5,0.6119086674954564,0.11413828528064,0.8427948979825292,5556,no,185271
displays,exhiben,0,0.6258140012073354,0.0,1.0,5620,no,257217
furniture,mobiliario,1,0.7418906474562939,0.0547251637102285,0.9313029405855104,6683,yes,569320
optional,opcionalmente,2,0.6679524777612058,0.0897257318728682,0.8815780489236955,5632,no,166075
stevens,bennett,4,0.5635719868589857,0.0189436098263529,0.9674796521601364,5578,no,2956
eating,comiendo,1,0.7025774669907947,0.0196476007694087,0.9727957368880302,5652,yes,879297
worn,chaqueta,5,0.6441116446539947,0.0466299984124625,0.9324928518780846,5659,no,276912
dubai,emiratos,5,0.6412304779196186,0.1381833349131106,0.8227086399573903,7061,no,13630
purely,esencialmente,3,0.6110446317133096,0.1509678349361175,0.8018827229954335,6474,no,156451
treasure,tesoro,0,0.7374412893408335,0.0,1.0,6831,yes,139897
rebel,insurreción,6,0.5382788923995103,0.131612043158974,0.803532133108728,5777,no,52615
enrolled,graduarse,1,0.7120480656605799,0.0364585992685674,0.9512915502602524,6247,no,122426
novelists,escritores,1,0.7324464730654374,0.058315311410685,0.9262542619591578,5477,no,7596
monroe,covington,7,0.5686800243284473,0.0620853353780525,0.9015714252175464,6229,no,3856
mere,meramente,1,0.4571588723892316,0.0397941982651128,0.9199236293827197,6004,no,234159
convoy,torpedeó,2,0.6247126392310826,0.0548252806225156,0.9193197627082718,6735,no,18503
climb,escalar,7,0.5764927436742533,0.0708076994708479,0.8906107662667312,6948,yes,194236
grows,siempreverde,5,0.5970999149164065,0.2064478311049049,0.743079571653195,5588,no,200977
bag,maletas,8,0.5270386798768059,0.0802382712586232,0.8678720292140163,6943,no,708102
bills,prestatarios,6,0.4035546133936091,0.0322705268007727,0.9259553343196774,5646,no,483289
threw,ponchó,9,0.5526310202115563,0.1192217017540071,0.8225478622677694,6667,no,174050
temporarily,nuevamente,3,0.5704082356998075,0.267904805480005,0.6804239081107873,5667,no,117242
worlds,universo,3,0.5811467138674863,0.1745898519717471,0.76898054181371,6120,no,183793
customs,aduaneros,1,0.5766226644838616,0.0212906642489644,0.964391721632822,5686,no,114635
rhine,saale,7,0.6307008574343843,0.0388348171984269,0.9419973891313188,6740,no,291
diplomat,embajador,1,0.7513109141132327,0.0900786934203445,0.8929405680628759,6717,no,20902
curtis,mitchell,3,0.5747220343096104,0.0366321268495907,0.9400803508393044,6010,no,1980
tonight,nightlife,3,0.5853292141754419,0.1226605559401435,0.8267481238886853,6753,no,329326
judgment,veredicto,5,0.573593365118076,0.1245288564485527,0.8216231304468401,5518,no,320397
shoulder,muslo,4,0.709624662446659,0.0985201466022477,0.8780909739206336,6625,no,341486
feat,feat,0,0.6608249438232254,0.0,1.0,5696,no,64003
kills,matándolo,1,0.7004021146598248,0.0012858591562986,0.9981674772772496,5756,no,89966
nathan,aaron,2,0.6126319079733651,0.0288976777332894,0.9549550350020752,5902,no,2726
landmark,landmark,6,0.4874510307997732,0.0315288309406053,0.9392484501520452,5524,no,78541
shock,adormecimiento,8,0.4749794965616554,0.1213998594298293,0.7964385282451616,5576,no,259493
albanian,albanesa,1,0.6552389287032814,0.0673267576074326,0.9068226475696756,5553,no,370
equality,igualitario,6,0.619551325299885,0.1642770637642903,0.7904170529464706,7074,no,124148
supplement,suplementos,2,0.6344550576445656,0.0351843229069868,0.9474578050084106,6488,yes,303802
reveal,revelarse,2,0.706422976938968,0.0951530691016254,0.8812925241820329,6067,no,308012
blade,katana,6,0.5226370667762337,0.0394393583507204,0.9298327476698344,6498,no,130603
followers,perseguidores,4,0.5925805487597262,0.2086751544995049,0.7395648434692115,6305,no,209040
silly,absurda,1,0.6480661603378448,0.0355451823072157,0.948003814316944,7119,no,176131
swing,swingers,6,0.4531245607946621,0.1359439721664341,0.769222145540386,5829,no,239478
mph,velocidad_inmersión,8,0.5299663608320164,0.2567324035988975,0.6736585651248431,5793,no,107262
malcolm,postlethwaite,8,0.5467374027135223,0.1260433185538947,0.8126531950611662,6383,no,1247
americas,continente,9,0.5948930420752709,0.0945792287557155,0.8628237381588618,6560,no,5947
patrolling,patrullan,5,0.6056941866984166,0.0535768220108417,0.9187332351899772,6501,no,12092
phrases,frases,0,0.7669742074569956,0.0,1.0,6774,yes,222733
holders,concederles,6,0.4453228150084451,0.0888474933456507,0.83367197323376,7132,no,138931
arcade,arcade,0,0.7392893030792835,0.0,1.0,6479,yes,45634
deals,involucre,9,0.4974410818305389,0.0546095525959681,0.9010787250472072,5808,no,573868
observation,observaciones,3,0.6219828827200644,0.1877720221783869,0.7681125226380261,5511,no,169813
customer,consumidor,5,0.5905980653913705,0.1336759526209165,0.8154345602679774,5748,no,1439964
rachel,jessica,8,0.6244885783303487,0.0822540320940707,0.8836152923556218,5910,no,6256
routine,simulacros,8,0.4752339591397079,0.2022737607772451,0.7014443454577325,6798,no,447950
tomb,sepulcro,3,0.6426748569206205,0.1610537110078068,0.7996167892564585,5582,yes,48227
alpine,alpina,3,0.624380520721358,0.0887040443467727,0.8756051544345268,5645,yes,23242
tight,apretado,0,0.4908346411236719,0.0,1.0,6791,yes,402805
capita,pib_per_capita,7,0.6140229962092038,0.2137932160393126,0.7417383075180335,5532,no,43179
screenplay,filme,3,0.7036580786081059,0.1016684986382127,0.8737549442539804,6075,no,28645
licensing,publicidad,9,0.5333088912097506,0.1772108774787284,0.7505898001883394,6844,no,130623
jessica,jessica,0,0.7276853036315957,0.0,1.0,6990,yes,7307
davies,leeson,8,0.5688088819657984,0.1090826625640061,0.8390853766443311,5549,no,907
antarctica,subantártico,8,0.651550620802555,0.1309046150702797,0.8327001864531526,5767,no,1133
centres,establecimientos,2,0.5518025568129082,0.2009593659641972,0.7330372859152949,5680,no,151535
padding,#ccd,6,0.659499338852284,0.0329523521669845,0.952412056184772,6540,no,40423
tanzania,namibia,9,0.7141231117011305,0.09833379866356,0.8789673674885471,6912,no,1062
hotels,hoteleros,2,0.7398494087223559,0.1094581925439228,0.8711206724386715,5668,no,360850
idol,popstars,5,0.4694430704272364,0.1282148525582349,0.7854711740157895,6419,no,36376
troy,brandon,8,0.4517452583124629,0.197020218465293,0.696315193213055,6830,no,7403
expanding,expandiría,2,0.6997886577651296,0.0612152220624269,0.9195599080568442,5574,no,233267
knee,tendón,8,0.6373544824659184,0.1174369545808421,0.8444113846331742,6665,no,223033
footage,filmado,3,0.621130442860075,0.0254448685512479,0.9606467056471616,5911,no,145412
canterbury,lichfield,5,0.5564766221863642,0.1345742006592949,0.805261500007864,5941,no,987
napoleon,bonapartista,7,0.6251774454317907,0.1892764377865425,0.767603247173907,6259,no,1387
tune,melodía,0,0.7128140223552916,0.0,1.0,6782,yes,197728
boxers,luchadores,4,0.578986525147408,0.1647975217874628,0.7784336428475546,6906,no,17662
revolt,rebelión,1,0.810655252649535,0.0252159375535206,0.9698327471396698,6820,yes,34363
afl,silverbacks,8,0.531165418654056,0.096194655124858,0.8466675532195922,6343,no,704
shoulder,tobillo,7,0.6951827199148621,0.1129620891340446,0.860220485401635,6625,no,341486
prey,predadoras,8,0.6006707970563531,0.079059458179272,0.8836899526388354,7054,no,88568
mechanics,cuántica,1,0.6688709421468695,0.0905755515041948,0.8807347821585826,5907,no,100360
mediation,mediador,1,0.6064610618466053,0.094438311420931,0.8652612414522968,6164,no,66004
demonstration,demostración,0,0.6955109489982334,0.0,1.0,7073,yes,153964
strict,respeta,6,0.5867554360190086,0.1924553036348928,0.753012511454379,6082,no,190987
technically,ya,9,0.551067966488993,0.2469178784794725,0.690573611002799,6143,no,114018
wireless,inalámbricas,2,0.7680680788130738,0.013099757165768,0.9832305471853516,6409,yes,367025
collecting,colecciona,6,0.5773203855628956,0.0989001331195652,0.8537457376888519,6846,no,194650
mandatory,reglamentariamente,8,0.4527594096693478,0.1696759831563872,0.7273998472578954,6967,no,155901
optional,obligatorio,4,0.5050118478826611,0.252666361751413,0.6665255004846451,5632,no,166075
macdonald,mckenzie,3,0.6021479099550306,0.033836508480276,0.9467966391951504,6684,no,664
pocket,bolsillos,1,0.5143654442995906,0.0542559260442546,0.9045833855814353,6828,no,311292
vague,justificable,2,0.5746506087643894,0.0389343007321807,0.9365461892403364,7095,no,84240
joel,kevin,5,0.5016762505057077,0.1123878949081857,0.8169769465493971,6378,no,2747
adrian,chris,1,0.4995530394679752,0.2092521429873273,0.7047818664890717,6267,no,1441
viola,violín,0,0.7063960274920007,0.0,1.0,6618,no,9546
climb,escalador,3,0.5975178806625074,0.0497825624825938,0.9230920308957145,6948,no,194236
scouts,scoutismo,3,0.4672827099415612,0.1563692895014837,0.7492683585699558,6570,no,25786
reflected,reflejara,2,0.7298673564105657,0.0404221369340033,0.9475234476346136,6207,no,180001
deeply,apasionadamente,2,0.5757071531518951,0.2113036007433224,0.7315111646219572,6238,no,306771
ussr,urss,0,0.8588963533535241,0.0,1.0,6114,yes,833
adr,baehr,5,0.4208468446894752,0.0214282044137845,0.9515500490990132,5833,no,682
reconnaissance,escuadron,9,0.62118280545126,0.0576055442831492,0.915134748105667,5960,no,14671
egg,huevos,1,0.689794913070774,0.0617845983693379,0.9177936633065588,6020,no,233657
investigate,investiga,6,0.6937995795647941,0.1619601953096164,0.8107410513267168,5966,yes,241373
temporarily,temporalmente,0,0.8383130411798125,0.0,1.0,5667,yes,117242
extraordinary,excepcional,4,0.5898333401525624,0.1236145966030768,0.826736345800919,6401,no,264752
discovers,confiesa,3,0.7456326531844045,0.167804319835962,0.8162934884482494,5798,no,52200
archaeology,arqueológica,1,0.727739018729843,0.1392797338409974,0.8393578761381895,6884,no,23743
receiver,intercepción,4,0.5043445925319285,0.0371654533475265,0.9313670103992864,6284,no,169656
warnings,advertidos,6,0.5976037750565854,0.1814190500859495,0.7671197245693592,5916,no,89525
aggressive,agresivas,2,0.7081916749492394,0.0651135848638768,0.915798342197216,6451,yes,250253
reforms,modernización,7,0.6131290162462997,0.1958666794204226,0.7578890957398705,6255,no,131298
associates,architects,8,0.4682590304334111,0.1041437165173117,0.8180586709758099,6599,no,126010
glen,glencoe,2,0.514662025041576,0.0539692022222005,0.9050892746747352,5794,no,4463
precedent,argumentación,9,0.534389232170398,0.01686655099864,0.9694034030778266,6993,no,48777
sad,triste,0,0.5447099105604153,0.0,1.0,6829,yes,358106
planets,planetaria,4,0.7122084556326522,0.1318602770194901,0.8437801663317478,5958,no,87925
ludwig,friedrichs,5,0.638205918276177,0.0968002523178044,0.8683000821073691,6456,no,833
alpine,alpine,6,0.5871707725842745,0.1259137924838561,0.823423758342286,5645,no,23242
planets,planetesimales,8,0.6929145198758206,0.1511542127763216,0.8209219143784877,5958,no,87925
tang,ming,1,0.7157608057086549,0.0553361972846957,0.928237047907223,5974,no,9674
motorcycle,motociclistas,3,0.6771164588718973,0.0409576249820634,0.9429618393101716,5866,no,173801
rivals,rival,1,0.6816801619301909,0.0932581560899816,0.8796573173356049,6486,no,86609
hoping,buscando,5,0.6583662546505775,0.0411791314146987,0.9411344392587327,6371,no,396564
witness,testifican,8,0.5769228464008158,0.1335932108823271,0.8119772107710582,5840,no,255389
edu,//dspace,2,0.5560096552485302,0.1124056543736314,0.831832615507907,6136,no,46819
kitchen,restaurante,5,0.5905278215152463,0.1156468742098385,0.8362347519531341,5862,no,756155
relay,olímpicos,8,0.4888190724703833,0.1220483471519749,0.8002048509520676,5855,no,61979
consumption,consumos,1,0.6982227644356802,0.1399776485356869,0.8330021718320622,5695,yes,423879
dust,polvo,0,0.6725692097312322,0.0,1.0,6513,yes,297720
burned,quemaron,2,0.7007770619232884,0.0418932366337071,0.94359107033753,5619,no,163230
ips,vandalizar,3,0.5333243215334348,0.0681180085563059,0.8867422441879971,5622,no,1532
cherry,cherry,0,0.6234262741860868,0.0,1.0,6532,yes,75810
striking,golpeando,0,0.475340764082684,0.0,1.0,6428,no,180227
sailors,marinería,4,0.5951549006981964,0.1121808029806669,0.8414037317822175,6506,no,43357
css,mediawiki,8,0.4994699977733614,0.2128264771828739,0.7012108234903868,6126,no,19098
knee,rodillazo,6,0.640253726283323,0.1145377107634375,0.848252503749136,6665,no,223033
touchdowns,anotador,8,0.618993361317659,0.0887311293054524,0.8746247579657308,6908,no,34359
punishment,penado,8,0.6227345549136204,0.1568176273146312,0.7988362666545454,5734,no,174758
disabled,discapacitadas,3,0.6061557290859666,0.0321744584723838,0.9495959002104334,6626,no,210179
randy,jeff,2,0.6374342157921076,0.06693278278741,0.9049745616668696,6732,no,5351
vocalist,teclista,6,0.7753796654958163,0.1164254610283076,0.8694496616294588,5666,no,30793
joshua,yehudah,7,0.4937177034118256,0.1537947768157127,0.7624836871689814,7045,no,3272
verified,comprobable,3,0.6013432896584777,0.0314352062323403,0.950321942928724,6180,no,90033
recall,recordarte,2,0.5141174922658498,0.0388540469268665,0.9297359010852716,5813,no,275207
accuracy,confiabilidad,4,0.6479569559429913,0.1170908326454704,0.8469496489081983,5735,no,213289
macdonald,strathairn,6,0.5802897032347089,0.0556947152005978,0.912427547615676,6684,no,664
encountered,encontrando,8,0.5207604598849168,0.0406196436735671,0.927643243114448,6290,no,154785
seminary,teológica,9,0.6072348131549352,0.1009300478523689,0.8574766224508732,5596,no,20965
submarines,submarinos,0,0.829633151130712,0.0,1.0,7089,yes,17118
copenhagen,aarhus,8,0.6474560197353565,0.1919694713621573,0.7713085039731575,5717,no,922
destroyer,destructores,1,0.7298584017991221,0.0187771670439349,0.9749181473264044,6237,yes,11629
brad,brad,0,0.7131499823905729,0.0,1.0,6249,yes,8647
barnes,roberts,3,0.5816397789211574,0.0948068131656829,0.8598458263006343,6704,no,3001
porter,mercer,4,0.5731132314905393,0.0570120131249362,0.9095227280415864,5994,no,10956
brussels,amberes,2,0.6251525396272698,0.1411632868465918,0.8157896757840133,5954,no,3606
variants,variant,5,0.5500194788613598,0.2785589200178089,0.6638110281481873,6349,no,59912
performers,bailarines,0,0.6799486857924546,0.0,1.0,5947,no,107213
armstrong,johnson,5,0.5532410619964341,0.153801336413073,0.7824722580158568,5749,no,1876
perceived,criticaban,9,0.6053578998691043,0.1206890529069921,0.83377238559362,5556,no,185271
honored,homenajeado,0,0.701229256880422,0.0,1.0,6656,no,141792
announcement,anunciando,9,0.6358883048396452,0.0958375072917703,0.869025383958222,6279,no,257805
edwin,harold,2,0.541361168646678,0.1485131865328987,0.7847242973769619,6612,no,1085
servant,anciano,4,0.5322592002458197,0.1064763203768075,0.8333013948041962,6359,no,89915
slovak,checoslovaco,4,0.6679645546083322,0.1072391133709085,0.8616633050118897,6960,no,330
contestants,concursar,4,0.7140153117549761,0.1606823005778577,0.8162996007851042,6579,no,38982
discusses,acerca,6,0.6053285146483582,0.0306482473545273,0.9518091710489444,7113,no,126888
thames,severn,5,0.5182362611789004,0.1297483922717666,0.7997662574555946,6951,no,877
accidents,accidentó,6,0.5961956801249471,0.189030169757715,0.759266496657029,6149,no,226715
myth,mitologías,3,0.6344930899931016,0.1381277108901047,0.821221858468984,6966,no,112435
torpedo,torpedos,0,0.7379977268486771,0.0,1.0,5624,yes,11014
synthesis,sintetizan,4,0.6707111702877537,0.1237872937820119,0.844194420278776,6168,no,67281
eugene,wilbert,6,0.432355693108707,0.1292206047789376,0.7698966190969995,5795,no,7147
bacteria,bacterias,0,0.822780266528853,0.0,1.0,6650,yes,272230
convert,conversión,1,0.6261730956269647,0.0715345766635908,0.8974719936377584,5809,no,245782
midnight,mañana,3,0.6176499171622969,0.1152989881880766,0.8426916428329203,5942,no,115301
assists,anotador,4,0.615894645336623,0.1077809675860315,0.8510645299338683,5871,no,165616
particle,partículas,1,0.7844659529301798,0.0366755039098973,0.9553359489958864,6721,yes,65205
churchill,eisenhower,4,0.5232180263568127,0.2125678267203946,0.7111009598358103,6945,no,2825
feat,featuring,2,0.572737014333139,0.0880879294900864,0.8667000537533424,5696,no,64003
songwriters,letristas,4,0.6649590554970934,0.0199622675071948,0.9708546560944638,6386,no,13440
ambassadors,plenipotenciarios,8,0.5393605985110936,0.214812895654513,0.7151677998281084,5677,no,23830
monks,benedictinos,1,0.7583593518467313,0.1088398153764507,0.874492712297036,6971,no,48106
arrive,detenerlos,2,0.6474680695354309,0.0248500673943714,0.9630382314125104,5814,no,373596
rookie,rookie,0,0.7249582282773732,0.0,1.0,5573,no,63448
illustration,ilustrado,8,0.5469634853225124,0.134724255091731,0.8023666158205182,6341,no,112826
desk,encontrarme,6,0.4316880746669964,0.0183189559963865,0.9592918449087752,5633,no,296645
negotiations,negoció,7,0.7030482479154829,0.1666957080692093,0.8083393314524588,5602,no,192398
holders,autorizados,8,0.4440043340182048,0.090165974335891,0.8312036949157403,7132,no,138931
andrews,stowell,7,0.5533169923666781,0.1163152540654495,0.8262998015923073,5931,no,1368
interchange,expressway,3,0.5762396793565703,0.1063600188443523,0.8441839058460214,5590,no,34228
admit,demostrarlo,4,0.6416054034716119,0.0844339076054502,0.8837061488031626,6577,no,348615
randy,mcmichael,9,0.5964878368551645,0.107879161724353,0.8468423961629225,6732,no,5351
