et,sk,position,score,rel_score,ratio_score,index,freqs,correctness,note
esindus,zástupcov,4,0.6313900474233753,0.0328873466116899,0.95049154629225,11812,104355.0,yes,near_equivalent
õhtu,podvečer,2,0.7362766663103486,0.0796322501829529,0.902400563870285,2689,832578.0,yes,near_equivalent
sülle,mača,2,0.698745562676798,0.0056585134072337,0.9919669496538251,8490,5.0,no,meaning
näitleja,scenárista,3,0.7629393258088049,0.0788048393317473,0.906379108290476,3168,214001.0,no,meaning
õhtu,rána,3,0.7304553034298409,0.0854536130634606,0.8952657443299773,2689,832578.0,no,antonymum
ammu,dávno,0,0.8661024156228676,0.0,1.0,991,270403.0,yes,1
pulmad,svadbu,1,0.7962228903935225,0.0547739696617155,0.9356355208429792,19294,0.0,yes,not_basic_form
võistlus,olympiáda,1,0.7702735466965838,0.0084817199142568,0.9891086195138435,3683,524195.0,no,meaning
tüüp,manipulátor,2,0.5998251804780917,0.1155215995135482,0.8385096532972466,4986,374774.0,no,meaning
pidu,párty,1,0.7279572006650035,0.0175525230493834,0.9764556752366276,3266,237563.0,yes,1
suhkur,čokoláda,3,0.8018471362016328,0.0256383096001865,0.9690166035786364,7490,157996.0,no,meaning
tegelema,zamýšľať,3,0.69490636589377,0.0928856803608019,0.8820936555498222,2658,817278.0,no,meaning
vangis,doživotie,4,0.7016128239897965,0.0906075573639941,0.8856283434551899,16294,5.0,no,meaning
ettevõte,firma,0,0.8304448214901778,0.0,1.0,1543,1428160.0,yes,1
läbirääkimised,rokovania,0,0.7313815941126649,0.0,1.0,4758,0.0,yes,1
ettevõte,podnik,1,0.8012109317723832,0.0186414838449302,0.9772623907793282,1543,1428160.0,yes,1
teie,váš,0,0.6925751750949707,0.0,1.0,359,7.0,yes,not_basic_form
prillid,zrkadielko,2,0.681672214322087,0.1326408612435792,0.8371131875152077,12013,0.0,no,meaning
eel,sobotňajšieho,1,0.6545644000706482,0.0344011796903799,0.950068362337764,2558,106733.0,no,meaning
eeldama,akceptovať,2,0.7210198458970103,0.0175467571833826,0.976242146462893,70948,262727.0,no,meaning
neli,sedem,3,0.807201844583726,0.0049707077180836,0.993879739343572,605,863991.0,no,meaning
kuivõrd,jednak,0,0.7536499065273685,0.0,1.0,3346,101438.0,no,meaning
põhi,plát,1,0.6880855880759896,0.0284500033081701,0.960295059100676,8120,317683.0,no,meaning
ripsmed,mihalnice,0,0.820724319458686,0.0,1.0,37263,0.0,yes,1
teie,Vaša,4,0.7070386231405335,0.0269348548751464,0.9633026864295346,359,7.0,yes,not_basic_form
peamiselt,prevažnej,1,0.7399255227224083,0.0668939025070182,0.9170893753729388,844,307417.0,yes,not_basic_form
kanal,stream,4,0.6281008949923044,0.1708781377632293,0.7861293841793299,10609,195056.0,no,meaning
dressid,nohavice,4,0.8063100627899956,0.0238663867988813,0.9712514287646916,76903,0.0,no,meaning
tüüp,chlap,3,0.6012758973243748,0.1054125382890085,0.8508359087586967,4986,374774.0,no,meaning
näpp,prst,1,0.7514932180727869,0.0048883529155949,0.9935371866487872,50733,115253.0,yes,1
hommik,ráno,1,0.7740731191731629,0.0082601274438398,0.989441676575093,8406,659630.0,yes,1
pulmad,svadby,2,0.7954712913532762,0.0555255687019617,0.934752322472309,19294,0.0,yes,not_basic_form
lõplik,konečný,0,0.7979631399494274,0.0,1.0,6906,122888.0,yes,1
juur,bodliak,1,0.7131976616207746,0.0531357811159712,0.9306623224921364,29104,128780.0,no,meaning
kuivõrd,jednak,0,0.7558487517315691,0.0,1.0,3346,101438.0,no,meaning
mahtuma,zmestia,2,0.6429310726331463,0.0334947256257533,0.9504827791725746,27540,213662.0,yes,not_basic_form
hindamine,Posudzovanie,2,0.7824114824417486,0.0343272553203574,0.9579703352697396,6199,229765.0,no,meaning
õhtu,popoludnia,4,0.7379857667451921,0.0791549033638807,0.9031318520061972,2689,832578.0,no,meaning
põhjendama,zdôvodniť,1,0.7783059829040853,0.0084844167139481,0.989216420640024,30840,121083.0,yes,1
laupäev,piatok,4,0.7335163501545876,0.043482780675577,0.9440375427072628,14506,339416.0,no,meaning
selts,Združenie,3,0.6424056667808851,0.102318760299725,0.8626085615308413,13880,185095.0,no,meaning
tellimus,objednaný,1,0.682326717670835,0.0630772903625764,0.9153783858380472,13520,182512.0,no,pos_tag
sõitma,Jazdiť,3,0.7584621863457514,0.0925026768522008,0.8912967140563561,2734,1406894.0,yes,1
kanal,kanálom,3,0.6635144063272346,0.1056999358081776,0.8625871489671597,10609,195056.0,yes,not_basic_form
õde,sesternica,2,0.7853466349314921,0.046934052917595,0.9436079034359316,3199,229863.0,no,meaning
dressid,overal,1,0.7612335633606829,0.0026417345914092,0.9965416677322966,76903,0.0,no,meaning
ammu,už,1,0.7491893364552484,0.1169130791676191,0.8650124083956748,991,270403.0,no,meaning
tegelema,zamýšľať,2,0.7311222060348681,0.0938725031634418,0.8862144179631617,2658,817278.0,no,meaning
laekuma,posielať,3,0.6473451267534774,0.0342763115188403,0.9497135659263896,36316,135172.0,no,meaning
põhimõte,Zásada,3,0.7108833078108224,0.1254768562800304,0.849972701155097,5337,347800.0,yes,1
kell,15.00,3,0.8068537695419826,0.0120653678935118,0.9852667164046311,174,1860327.0,no,number
selge,jasný,0,0.827299930136337,0.0,1.0,643,764054.0,yes,1
näitleja,tanečník,2,0.7634516257316051,0.078292539408947,0.9069877254262,3168,214001.0,no,meaning
minister,minister,0,0.8810012322262863,0.0,1.0,1342,305397.0,yes,1
elama,žiť,1,0.7122410658933297,0.0501296897060657,0.9342449991190276,1542,1552401.0,yes,1
sülle,hladkať,2,0.6797629359827841,0.0917560547069238,0.8810709058180182,8490,5.0,no,meaning
nemad,všetci,4,0.7826075727105211,0.1190529538766211,0.8679625531271218,1309,0.0,no,meaning
kalad,krevetky,0,0.7539521186065163,0.0,1.0,8778,0.0,no,meaning
süles,náručí,0,0.7887095173288734,0.0,1.0,10366,0.0,no,meaning
maantee,križovatke,2,0.7593419298482479,0.0155806663704879,0.9798939062475216,2810,219004.0,no,meaning
üheksa,sedem,1,0.8363483551533089,0.0191180008193199,0.977651954766142,2253,166919.0,no,meaning
vuntsid,cop,4,0.6915174351213373,0.0516245338115657,0.9305320706275078,60033,0.0,no,meaning
selge,jasná,0,0.7942354051389815,0.0,1.0,643,764054.0,yes,not_basic_form
kell,15.00,2,0.8091452660228997,0.0072092475709933,0.9911689744456048,174,1860327.0,no,number
näitleja,režisér,1,0.8281187766887298,0.014586386791804,0.9826909963010556,3168,214001.0,no,meaning
madalale,slabému,3,0.6532114165367406,0.0517237504104781,0.9266262305589432,17153,26.0,no,meaning
laekuma,vyplatené,3,0.6291235970347084,0.0279708341763562,0.9574325502579524,36316,135172.0,no,meaning
linn,mestu,3,0.7053527967945036,0.1621852091429619,0.8130511769709686,1069,1549647.0,yes,not_basic_form
suhkur,kakao,3,0.8141066781804629,0.0488126427798257,0.9434331326299368,7490,157996.0,no,meaning
juur,koreň,0,0.7175772271014127,0.0,1.0,29104,128780.0,yes,1
ohver,Obeť,2,0.7416732529448758,0.0219470609740805,0.971259197045916,10861,186708.0,yes,1
püksid,tepláky,2,0.7991023407457424,0.0092452452189302,0.9885627848966764,7469,0.0,no,meaning
püksid,trenky,3,0.811807789862411,0.0108742834654922,0.9867819126998796,7469,0.0,no,meaning
tellimus,objednávky,3,0.6879835401520582,0.0591965132171147,0.9207734294428944,13520,182512.0,yes,not_basic_form
raadio,rádio,0,0.8194695377040289,0.0,1.0,5077,148117.0,yes,1
esindus,centrálu,3,0.6426577729117048,0.0216196211233604,0.9674539261496844,11812,104355.0,no,meaning
näpp,prst,1,0.7420896111325568,0.0199647932152853,0.973801354468424,50733,115253.0,yes,1
enese,citu,4,0.7157756318257424,0.074741039445358,0.9054529244460092,2840,0.0,no,meaning
mahtuma,odkladať,2,0.6436523504351147,0.0522643066116129,0.9248986123806724,27540,213662.0,no,meaning
eel,predvečer,0,0.6960841008626244,0.0,1.0,2558,106733.0,no,meaning
märkmed,archívny,1,0.6892346972916624,0.0063733274340961,0.9908377603369244,46834,0.0,no,meaning
põhjendama,vyvodzovať,2,0.6785150483457717,0.0159791902351948,0.9769916158442948,30840,121083.0,yes,near_equivalent
sõbralik,priateľský,0,0.8157309209921697,0.0,1.0,4672,132673.0,yes,1
ettevõte,závod,4,0.7524169079377803,0.0573187644743067,0.9292129932925368,1543,1428160.0,no,meaning
soodne,priaznivý,4,0.6512744901186245,0.1115079393442299,0.8538142266560165,7644,137496.0,yes,near_equivalent
linn,mestá,4,0.6879696625432676,0.1746411284669295,0.7975435384219938,1069,1549647.0,yes,not_basic_form
teie,vy,4,0.7061762433781488,0.0175843714434037,0.9757041609016824,359,7.0,yes,not_basic_form
suhkur,cukor,2,0.8087612914075124,0.0187241543943069,0.9773722251076408,7490,157996.0,yes,1
eeldama,nutne,2,0.6478560705748608,0.0209810599332815,0.9686305395196264,70948,262727.0,no,meaning
dressid,tepláky,0,0.8014783284668785,0.0,1.0,76903,0.0,no,meaning
kontoritarbed,notebooky,2,0.7241378374598206,0.0028956775310871,0.9960171333626576,300027,0.0,no,meaning
küll,pravdaže,8,0.7917748664390214,0.0548532775976582,0.9352097163506512,81,2924749.0,yes,near_equivalent
eesotsas,členmi,9,0.6040912010131807,0.1386396498508029,0.8133379680007502,4345,0.0,no,meaning
põhimõte,zásady,5,0.6865415032102783,0.1498186608805746,0.8208682487365575,5337,347800.0,yes,not_basic_form
teie,vás,3,0.7079259951012249,0.026047482914455,0.9645116837397516,359,7.0,yes,not_basic_form
laupäev,nedeľa,3,0.7514325075105026,0.025566623319662,0.9670956860758054,14506,339416.0,no,meaning
koht,stupienok,7,0.5532621099100744,0.1771786990719911,0.7574359251382662,470,2726920.0,no,meaning
võistlus,súťažná,6,0.7223802966495008,0.0538821271906109,0.930587742578006,3683,524195.0,no,pos_tag
läbirääkimised,rokovanie,7,0.6596212983236552,0.0992887463480259,0.8691692815965031,4758,0.0,yes,not_basic_form
kilo,gramov,1,0.8180510049778784,0.0044027031389006,0.9946468681514224,3095,106652.0,no,meaning
selts,združenie,2,0.7078789167726489,0.0364509661607528,0.9510284794463716,13880,185095.0,yes,near_equivalent
raadio,rádio,1,0.7977813838901262,0.0063901176450176,0.9920537874908288,5077,148117.0,yes,1
olud,terény,5,0.6556501108478467,0.0737057174379152,0.8989440893189966,17371,0.0,no,meaning
näitleja,Tarantino,8,0.7428668130459699,0.0988773520945822,0.8825327739835631,3168,214001.0,no,meaning
ohver,vinník,5,0.7223020701134122,0.0716251829112527,0.9097836953721156,10861,186708.0,no,meaning
hindamine,Posúdenie,3,0.7511707792993928,0.018055954120286,0.9765271364919724,6199,229765.0,no,meaning
püksid,rifle,0,0.8226820733279032,0.0,1.0,7469,0.0,yes,near_equivalent
enese,sebaúcty,9,0.6963248528030611,0.0910679013221732,0.8843424696950044,2840,0.0,no,meaning
põhimõte,zásadou,9,0.6683219962369661,0.1680381678538868,0.7990839651759968,5337,347800.0,yes,not_basic_form
süles,prebaliť,6,0.7338817078682792,0.0548278094605941,0.9304841538539058,10366,0.0,no,meaning
märkmed,dokumenty,3,0.7128736654010894,0.0886564988946558,0.8893909389267305,46834,0.0,no,meaning
hetk,nachvíľu,8,0.696539629568523,0.1458357887387783,0.8268755407988687,2329,1585458.0,yes,near_equivalent
sülle,náručí,8,0.66282491859993,0.108694072089778,0.8591167898633192,8490,5.0,no,meaning
raadio,rozhlas,9,0.6821003566079311,0.1220711449272127,0.848202597711829,5077,148117.0,no,meaning
jälgima,kontrolovať,1,0.7175605719244462,0.0016887516313535,0.9976520636501892,6357,463215.0,no,meaning
enese,cítenia,7,0.7002129303077131,0.0871798238175212,0.8892803834417108,2840,0.0,no,meaning
kanal,stream,4,0.6281008949923044,0.1708781377632293,0.7861293841793299,10609,195056.0,no,meaning
samuti,i,7,0.7838698973675111,0.0844225548511663,0.9027717508824956,190,1933240.0,no,meaning
neli,deväť,2,0.8037780664329253,0.0088003503870049,0.9891698447745564,605,863991.0,no,meaning
kalad,živočíchy,9,0.7262990225654424,0.0423441006826095,0.9449105841164932,8778,0.0,no,meaning
põlema,horiace,4,0.6724939349562251,0.0732038401263384,0.9018317573520542,4615,187965.0,no,pos_tag
minister,minister,0,0.8810012322262863,0.0,1.0,1342,305397.0,yes,1
elama,emigrovať,5,0.6404894540190567,0.1218813015803388,0.8401285717150672,1542,1552401.0,no,meaning
ujumisriided,ponožky,7,0.7130806633761557,0.0404529188427134,0.9463157053683062,132856,0.0,no,meaning
madalale,nízko,2,0.6621277471683916,0.0428074197788271,0.9392746712237264,17153,26.0,yes,not_basic_form
meenutama,spomínať,1,0.7411304509848435,0.0280121254747376,0.9635800613149262,17352,397439.0,yes,near_equivalent
elama,presťahovať,3,0.6602219304764829,0.1021488251229125,0.8660116165623372,1542,1552401.0,no,meaning
märkmed,rukopisy,8,0.6904099247520608,0.1111202395436845,0.8613648687304002,46834,0.0,no,meaning
hetk,chvíľka,9,0.6854401566287026,0.1569352616785987,0.8136991437927403,2329,1585458.0,yes,1
õnnelik,štastný,1,0.8108295136650041,0.0855245077540539,0.9045862396883584,2381,251656.0,yes,1
samasugune,taký,0,0.7630716028021985,0.0,1.0,4134,232692.0,no,meaning
põhi,odspodu,2,0.6639156197079887,0.0566304196849958,0.9214062438915028,8120,317683.0,no,meaning
nemad,niektorí,9,0.769337951730516,0.1323225748566262,0.8532456828763727,1309,0.0,no,meaning
Kalad,Ryby,0,0.7491299107285103,0.0,1.0,39667,4.0,yes,1
vangist,väznici,3,0.6734379145644929,0.0352898832703665,0.9502067177579656,68059,0.0,yes,not_basic_form
nõu,poradiť,0,0.7006485052128993,0.0,1.0,1498,282856.0,no,pos_tag
teie,Vy,5,0.7044693932549865,0.0295040847606934,0.9598022467508518,359,7.0,yes,1
pidu,afterparty,8,0.7100888411886987,0.0639427470779816,0.9173900031377644,3266,237563.0,yes,near_equivalent
jälgima,vyhodnocovať,9,0.6393342056462368,0.0799151179095629,0.8888909376869742,6357,463215.0,no,meaning
ripsmed,maskary,3,0.7878689617038964,0.056778049177232,0.9327789615711756,37263,0.0,no,meaning
ettevõte,koncern,3,0.7645278388529084,0.055324576764405,0.9325188586256123,1543,1428160.0,no,meaning
kalad,krevetky,2,0.7495872370330761,0.0190558862149758,0.9752084086377414,8778,0.0,no,meaning
ammu,bohužiaľ,9,0.6845797248290044,0.1871907280460611,0.7852752092839195,991,270403.0,no,meaning
olemasolu,neexistencie,5,0.6311827821418405,0.0452648301437769,0.9330845000829648,1788,195567.0,no,antonymum
kilo,kg,4,0.7948867790036255,0.0275669291131536,0.9664820903096476,3095,106652.0,no,shortcut
ohver,zločinec,1,0.7905788205374262,0.0033484324872387,0.9957824442044508,10861,186708.0,no,meaning
sundima,naháňať,9,0.6443383631414479,0.0476514288804077,0.9311385378371264,38715,292004.0,no,meaning
Kalad,Blíženci,2,0.6854529725766129,0.0636769381518974,0.914998804292872,39667,4.0,no,meaning
meenutama,vynárať,8,0.5929027219140359,0.1762398545455452,0.7708619182716552,17352,397439.0,no,meaning
lastevanemad,učitelia,0,0.8255301272681823,0.0,1.0,86554,0.0,no,meaning
vms,atď,4,0.7159216344845245,0.0555160535927408,0.9280355958092878,1552,230297.0,no,shortcut
selge,logický,6,0.6692598644610465,0.168056739465372,0.7992912851873406,643,764054.0,no,meaning
meenutama,pripomínať,0,0.7691425764595812,0.0,1.0,17352,397439.0,yes,1
samasugune,takýto,4,0.7181987032791326,0.0448728995230659,0.9411943789307832,4134,232692.0,no,meaning
küll,ale,2,0.8223029688036902,0.0243251752329893,0.971268170796912,81,2924749.0,no,meaning
miski,lebo,4,0.6820968423835518,0.0315698449449014,0.9557638803864024,1625,3791215.0,no,meaning
miski,predsa,3,0.6831877719915975,0.0304789153368557,0.957292506602836,1625,3791215.0,no,meaning
tüüp,užívateľ,8,0.5909518255557165,0.1243949544359235,0.8261053828502908,4986,374774.0,no,meaning
tellimus,zašleme,7,0.6715871827794737,0.0755928705896992,0.8988291105352224,13520,182512.0,no,meaning
ettevõte,Firma,5,0.7528048338843749,0.0670475817329385,0.9182199375695508,1543,1428160.0,yes,1
kell,11.00,0,0.8189191374354945,0.0,1.0,174,1860327.0,no,number
miski,ten,1,0.6991152350119891,0.0145514523164641,0.9796102962701873,1625,3791215.0,no,meaning
märkmed,zápisky,0,0.8015301642957453,0.0,1.0,46834,0.0,yes,near_equivalent
kell,17.00,9,0.7926370978901688,0.0262820395453257,0.9679064289208946,174,1860327.0,no,number
sundima,nenútil,7,0.6486347993160367,0.0433549927058188,0.9373473522215634,38715,292004.0,no,antonymum
sülle,pusy,6,0.6687427817747018,0.1027762089150061,0.8667871949294104,8490,5.0,no,meaning
sõbralik,komunikatívny,8,0.7458476162570369,0.0716380434558924,0.9123678285915756,4672,132673.0,no,meaning
hommik,upršaný,5,0.7424672698005125,0.0398659768164902,0.9490422054937836,8406,659630.0,no,meaning
lõplik,záväzný,9,0.6200030635253122,0.1511998728036505,0.8039428201306082,6906,122888.0,no,meaning
kilo,kilo,5,0.7896028348756732,0.0328508732411059,0.960057480540362,3095,106652.0,yes,1
kell,14.30,4,0.8064746707190847,0.0124444667164097,0.9848037905728024,174,1860327.0,no,number
sundima,provokovať,2,0.6719215670651055,0.02006822495675,0.9709992471158936,38715,292004.0,no,meaning
prillid,zrkadlo,7,0.6645184658827572,0.149794609682909,0.8160478884870496,12013,0.0,no,meaning
elama,žiť,1,0.7122410658933297,0.0501296897060657,0.9342449991190276,1542,1552401.0,yes,1
jutumärgid,nadpisy,1,0.7589294807560614,0.0611881583419493,0.9253909982850194,121976,0.0,no,meaning
küll,síce,9,0.7917431663699045,0.0548849776667751,0.935172273620522,81,2924749.0,yes,near_equivalent
te,Vy,3,0.7465753465950169,0.0190989414015987,0.9750560496793342,268,44.0,yes,1
neli,štyri,5,0.7873219253661761,0.0252564914537541,0.9689180872504628,605,863991.0,yes,1
süles,posteli,8,0.7171840100318874,0.071525507296986,0.909313244324448,10366,0.0,no,meaning
sisemine,Vnútorný,4,0.6487960289130521,0.1120648309212255,0.8527131084839424,7566,148597.0,yes,1
olud,horúčavy,9,0.6320481752548447,0.0973076530309172,0.8665841153835381,17371,0.0,no,meaning
peamiselt,najmä,2,0.7083561396328905,0.1225645301415858,0.8524955093789499,844,307417.0,yes,1
ujumisriided,osušky,1,0.7344386403235641,0.019094941895305,0.9746594679442452,132856,0.0,no,meaning
samasugune,akýsi,9,0.7017586208014726,0.0613129820007259,0.919649765794496,4134,232692.0,no,meaning
tüüp,chlap,6,0.5943276007596011,0.1210191792320388,0.8308244579874209,4986,374774.0,no,meaning
minister,Kažimír,9,0.7718889728763397,0.1091122593499466,0.8761497085830171,1342,305397.0,no,meaning
Kalad,Škorpión,4,0.6646229036865037,0.0845070070420066,0.8871931212040036,39667,4.0,no,meaning
ahi,mikrovlnka,3,0.7253365972825772,0.0787879305889045,0.9020202370925604,13669,169140.0,no,meaning
neli,päť,0,0.8125784168199303,0.0,1.0,605,863991.0,no,meaning
õpingud,doktorandské,8,0.7249495447679413,0.0767492778863854,0.9042666950260972,18935,3.0,no,meaning
minister,vicepremiér,3,0.7866067359772755,0.0943944962490108,0.8928554322103769,1342,305397.0,no,meaning
madalale,slabému,3,0.6532114165367406,0.0517237504104781,0.9266262305589432,17153,26.0,no,meaning
õhtu,podvečer,2,0.7362766663103486,0.0796322501829529,0.902400563870285,2689,832578.0,yes,near_equivalent
sülle,hladkať,2,0.6797629359827841,0.0917560547069238,0.8810709058180182,8490,5.0,no,meaning
samasugune,taký,0,0.7630716028021985,0.0,1.0,4134,232692.0,no,meaning
hommik,poobede,2,0.7489461569741009,0.0333870896429018,0.9573236983251376,8406,659630.0,no,meaning
õhtu,rána,3,0.7304553034298409,0.0854536130634606,0.8952657443299773,2689,832578.0,no,antonymum
linn,mestu,3,0.7053527967945036,0.1621852091429619,0.8130511769709686,1069,1549647.0,yes,not_basic_form
nõu,prekonzultovať,3,0.6520597918257653,0.048588713387134,0.9306517989753368,1498,282856.0,no,meaning
laupäev,piatok,4,0.7335163501545876,0.043482780675577,0.9440375427072628,14506,339416.0,no,meaning
teie,Vaša,4,0.7070386231405335,0.0269348548751464,0.9633026864295346,359,7.0,yes,not_basic_form
sisemine,vnútorná,1,0.7317435369636076,0.02911732287067,0.9617310806643252,7566,148597.0,yes,not_basic_form
nemad,títo,2,0.8173233560772467,0.0843371705098955,0.9064646083275726,1309,0.0,no,meaning
jälgima,sledovať,2,0.6930829972958581,0.0261663262599416,0.9636199501299751,6357,463215.0,yes,1
märkmed,denníky,4,0.7049605524833688,0.0965696118123765,0.8795184309785443,46834,0.0,no,meaning
kell,15.00,3,0.8068537695419826,0.0120653678935118,0.9852667164046311,174,1860327.0,no,number
sõbralik,chápavý,2,0.7904300205637076,0.0270556391492217,0.9669038363820074,4672,132673.0,no,meaning
ettevõte,firma,0,0.8198524156173135,0.0,1.0,1543,1428160.0,yes,1
põhjendama,posudzovať,0,0.6944942385809666,0.0,1.0,30840,121083.0,no,meaning
võistlus,preteky,4,0.7331659287406582,0.0430964950994534,0.944482054295172,3683,524195.0,yes,near_equivalent
minister,premiér,1,0.8058382975730951,0.0751629346531912,0.9146846429905044,1342,305397.0,no,meaning
võistlus,zápolenie,3,0.7357521173366786,0.0405103065034331,0.9478136448972608,3683,524195.0,yes,near_equivalent
laekuma,vyplatené,3,0.6291235970347084,0.0279708341763562,0.9574325502579524,36316,135172.0,no,meaning
mahtuma,zmestia,2,0.6429310726331463,0.0334947256257533,0.9504827791725746,27540,213662.0,yes,not_basic_form
sõitma,jazdiť,0,0.8307472429704693,0.0,1.0,2734,1406894.0,yes,1
tegelema,zamýšľať,2,0.7311222060348681,0.0938725031634418,0.8862144179631617,2658,817278.0,no,meaning
näitleja,tanečník,2,0.7634516257316051,0.078292539408947,0.9069877254262,3168,214001.0,no,meaning
teie,vy,2,0.7234977045227893,0.0104757734928906,0.9857273133067256,359,7.0,yes,not_basic_form
madalale,extrémnemu,4,0.6472957532914387,0.05763941365578,0.918234447140164,17153,26.0,no,meaning
vuntsid,ryšavé,1,0.7415238772591112,0.0199666778272488,0.9737794806595016,60033,0.0,no,meaning
süles,náručí,0,0.7887095173288734,0.0,1.0,10366,0.0,no,meaning
küll,naozaj,4,0.8028749088235709,0.0437532352131087,0.9483205991658916,81,2924749.0,no,meaning
kanal,stream,4,0.6281008949923044,0.1708781377632293,0.7861293841793299,10609,195056.0,no,meaning
elama,odsťahovať,2,0.6761185899645095,0.086252165634886,0.8868632289455117,1542,1552401.0,no,meaning
näitleja,herec,0,0.8417441651405522,0.0,1.0,3168,214001.0,yes,1
minister,Heger,2,0.7876305997614821,0.0933706324648042,0.8940175915204374,1342,305397.0,no,meaning
eel,októbrového,4,0.6472703020979172,0.0416952776631108,0.9394813342089264,2558,106733.0,no,meaning
dressid,tepláky,0,0.8014783284668785,0.0,1.0,76903,0.0,no,meaning
samuti,aj,4,0.842416558841555,0.0258758933771224,0.9701991036418618,190,1933240.0,no,meaning
hindamine,Posudzovanie,1,0.7672364120529251,0.0019903213667537,0.9974125686481208,6199,229765.0,no,meaning
pood,supermarket,1,0.7881968287123557,0.0195618942700306,0.9757825032234816,8431,513985.0,yes,near_equivalent
ahi,sporák,2,0.7518575325971777,0.052266995274304,0.9350013667501788,13669,169140.0,no,meaning
enda,vlastného,2,0.7001001849674082,0.0500730254242896,0.9332513815067532,163,72.0,yes,not_basic_form
elama,žiť,1,0.7122410658933297,0.0501296897060657,0.9342449991190276,1542,1552401.0,yes,1
ohver,kriminálnik,4,0.7231290659759901,0.0707981870486748,0.9108253473111656,10861,186708.0,no,meaning
vangist,vraždil,4,0.6690440708218477,0.0396837270130117,0.9440070967524568,68059,0.0,no,meaning
ettevõte,podnik,1,0.8012109317723832,0.0186414838449302,0.9772623907793282,1543,1428160.0,yes,1
paiknema,rozmiestnené,3,0.6793382320020986,0.0428382163890053,0.9406817870003348,39885,116486.0,no,pos_tag
sundima,provokovať,2,0.6719215670651055,0.02006822495675,0.9709992471158936,38715,292004.0,no,meaning
nemad,všetci,4,0.7826075727105211,0.1190529538766211,0.8679625531271218,1309,0.0,no,meaning
tellimus,objednávky,3,0.6879835401520582,0.0591965132171147,0.9207734294428944,13520,182512.0,yes,not_basic_form
pidu,žúr,1,0.7537777950372058,0.0202537932294746,0.9738333763938112,3266,237563.0,yes,1
näitleja,scenárista,3,0.7629393258088049,0.0788048393317473,0.906379108290476,3168,214001.0,no,meaning
demokraatia,demokratických,1,0.8506863212392508,0.0623416745567705,0.931719865279248,3374,110824.0,no,pos_tag
kiire,okamžitý,4,0.6779925982436956,0.1626649950572249,0.806502675579833,954,532068.0,no,meaning
ripsmed,maskary,3,0.7878689617038964,0.056778049177232,0.9327789615711756,37263,0.0,no,meaning
lugu,Pesnička,2,0.6851604744921451,0.0851199718290214,0.889494829791472,502,1104562.0,yes,1
hommik,ráno,1,0.7740731191731629,0.0082601274438398,0.989441676575093,8406,659630.0,yes,1
soodne,stabilný,3,0.6769854116331843,0.1116071534751157,0.8584729828643662,7644,137496.0,no,meaning
teie,Vaše,0,0.7339734780156799,0.0,1.0,359,7.0,yes,1
neli,osem,4,0.7990963625137536,0.0134820543061766,0.983408303706934,605,863991.0,no,meaning
püksid,rifle,0,0.8226820733279032,0.0,1.0,7469,0.0,yes,near_equivalent
soodne,výhodné,2,0.6901827080587778,0.0984098570495222,0.8752082362886502,7644,137496.0,yes,not_basic_form
koht,miesta,2,0.6071947494800147,0.1232460595020508,0.8312716677566179,470,2726920.0,yes,not_basic_form
põhimõte,Zásada,3,0.7108833078108224,0.1254768562800304,0.849972701155097,5337,347800.0,yes,1
suhkur,čokoláda,3,0.8018471362016328,0.0256383096001865,0.9690166035786364,7490,157996.0,no,meaning
põhi,spodok,0,0.7205460393929846,0.0,1.0,8120,317683.0,yes,near_equivalent
küll,akurát,0,0.8466281440366796,0.0,1.0,81,2924749.0,no,meaning
püksid,trenky,3,0.811807789862411,0.0108742834654922,0.9867819126998796,7469,0.0,no,meaning
esindus,centrála,0,0.6714971847661874,0.0,1.0,11812,104355.0,no,meaning
õde,manžel,1,0.8058027377072752,0.0237538769000775,0.9713655747156922,3199,229863.0,no,meaning
põhjendama,vyvodzovať,2,0.6785150483457717,0.0159791902351948,0.9769916158442948,30840,121083.0,yes,near_equivalent
suhkur,cukor,2,0.8087612914075124,0.0187241543943069,0.9773722251076408,7490,157996.0,yes,1
vahendusel,stránkach,3,0.6447835685896208,0.120444574273506,0.8426030519174862,2371,0.0,no,meaning
prillid,zrkadielko,2,0.681672214322087,0.1326408612435792,0.8371131875152077,12013,0.0,no,meaning
juur,bodliak,3,0.6560915324353516,0.0614856946660611,0.9143148746310876,29104,128780.0,no,meaning
minister,minister,0,0.8810012322262863,0.0,1.0,1342,305397.0,yes,1
tüüp,manipulátor,2,0.5998251804780917,0.1155215995135482,0.8385096532972466,4986,374774.0,no,meaning
sundima,nútiť,1,0.6797612578944783,0.0122285341273773,0.982328447228032,38715,292004.0,yes,1
maantee,frekventovanej,1,0.7877509694974025,0.0084533063685239,0.9893829930022288,2810,219004.0,no,meaning
jutumärgid,nadpisy,1,0.7589294807560614,0.0611881583419493,0.9253909982850194,121976,0.0,no,meaning
lastevanemad,rodičia,1,0.8232169335158213,0.002313193752361,0.9971979293354007,86554,0.0,yes,1
enda,svojho,0,0.7501732103916978,0.0,1.0,163,72.0,yes,not_basic_form
näpp,prst,1,0.7514932180727869,0.0048883529155949,0.9935371866487872,50733,115253.0,yes,1
laul,song,4,0.7643906516157014,0.0451223000572145,0.9442599405433032,4021,392297.0,no,not_language
tüüp,typ,0,0.71534677999164,0.0,1.0,4986,374774.0,yes,1
