en,nl,position,score,rel_score,ratio_score,index,correctness,freqs
footnotes,bronnen/referenties,4,0.5881846986876084,0.0151007354125268,0.9749691695523012,6318,no,15097
mph,kruissnelheid,8,0.6682334960596108,0.1670527125831211,0.800005422267695,5793,no,107262
estonia,zweden,4,0.6741473148198485,0.1462875718371741,0.821695086086303,5651,no,625
ash,verbrand,7,0.4228940439571794,0.1454519682291116,0.7440784924845469,6497,no,63688
frog,kikkerbek,2,0.5798823657551824,0.0954978325195832,0.8586013733249376,7094,no,37503
timothy,#john,4,0.5456893968523027,0.0873400612791452,0.8620284409244519,7279,no,2424
griffin,collins,5,0.5897298981143864,0.027999439998424,0.9546736114493712,7151,no,4052
saxon,karolingisch,8,0.6079499084895827,0.0959584298024811,0.8636776628682777,6514,no,1671
chest,schouders,7,0.6510464193463055,0.0806545142454346,0.8897712022184782,7289,no,334504
boxer,worstelaar,2,0.6299072852120838,0.156603935221098,0.8008878562026791,6622,no,27671
albania,bulgarije,3,0.7139509777215951,0.1211894173012627,0.8548873722029147,5692,no,522
heath,heath,0,0.5872075033880619,0.0,1.0,6767,yes,15116
imposed,opleggen,3,0.7218079805138754,0.1011978688605284,0.8770387003476919,6373,no,151356
consent,instemming,0,0.715438788362282,0.0,1.0,6862,yes,206529
quiet,rustiger,2,0.608063634681286,0.1508798419500037,0.8011975244589865,6664,no,424884
hoped,besloot,5,0.7186806113249443,0.1499535006437893,0.827368625549457,6965,no,177813
capabilities,capaciteiten,9,0.6610713490160991,0.0662356516030971,0.9089302707842668,7121,yes,395906
glory,eeuwige,9,0.5219613425122449,0.171008825784382,0.7532233945874832,6236,no,200255
recommend,overweeg,3,0.6821189171560826,0.0563047154276368,0.9237501172184476,5682,no,771284
sustainable,milieukwaliteit,8,0.6802413087528689,0.1569898911315017,0.8124892011272591,6080,no,371619
memories,jeugdherinneringen,2,0.623299602682682,0.213287695977119,0.7450502818787682,6178,no,305843
edu,edu/,0,0.5283534071885461,0.0,1.0,6136,no,46819
prairie,creek,6,0.480539582324295,0.2132554219947808,0.6926247368931691,7236,no,29869
ignored,teruggedraaid,3,0.6860213959752541,0.1818489901040826,0.7904652664488326,5719,no,206412
voluntary,vrijwillige,0,0.707729225471506,0.0,1.0,7265,yes,152096
assassination,aanslag,4,0.738113863926039,0.0686066600985487,0.914956099348654,6509,no,51835
flew,ingevlogen,5,0.7054580296167128,0.1625127528364484,0.8127670238194704,5741,no,115830
paste,bewerken,5,0.5679945931851118,0.0778447459546849,0.8794673206832406,6731,no,125302
bullet,kogels,1,0.6702221584370633,0.0160545239284135,0.9766063391909566,7022,no,106362
atp,itf,8,0.5624206659345188,0.2294803321497782,0.7102158821558269,6688,no,498
wheels,loopwielen,8,0.6999170560825319,0.0614329922879227,0.9193104506666676,5920,no,219741
terrain,begaanbare,4,0.6565343422535543,0.0084551916673032,0.9872852259531808,7203,no,123228
temples,tempelbouw,5,0.6944169348625358,0.1761994723303055,0.7976152633070268,5702,no,72570
followers,medestanders,8,0.6544894204788317,0.2314799126972249,0.7387269468262441,6305,no,209040
roberto,alberto,2,0.7099979997040528,0.0998848091127363,0.8766675770551734,6835,no,670
jackie,frankie,4,0.6546400924127207,0.0863452251629364,0.8834724209577604,7169,no,3044
bombardment,luchtbombardementen,3,0.7103081275137106,0.0458829494664828,0.9393236036985336,7190,no,12490
inches, mm,3,0.6816015255990678,0.0644878938020411,0.9135654626307314,5975,no,405253
silva,gomes,9,0.6540120351918082,0.089756175553382,0.8793223826231371,6572,no,1156
defended,verdediging,9,0.5871246781615732,0.2698466942580666,0.6851158592425785,5919,no,62483
widow,schoondochter,6,0.7335038021990596,0.1109689719118354,0.8685937838213087,5828,no,52867
smooth,hoekige,3,0.5969762156000495,0.0858462784871678,0.8742773133127002,5746,no,409754
roberto,berto,1,0.755122602276497,0.0547602065402921,0.932385024173689,6835,no,670
intense,voortdurende,5,0.6386961772748309,0.1155027041609211,0.8468537848517607,6251,no,322515
tight,strakker,8,0.50862521586913,0.1038761552453999,0.8304066567942809,6791,no,402805
philosophical,geschiedfilosofie,2,0.7908490551116942,0.0965493266202037,0.8911995687531314,5752,no,89098
crater,maankrater,6,0.6675144254000234,0.1327573719629441,0.8341096457473544,7182,no,27332
tuesday,zaterdag,4,0.7185220538309991,0.047041765775238,0.9385527834904298,7117,no,16279
nearest,ligt,7,0.5147022743145171,0.2058194355103713,0.7143466564520415,5898,no,135918
griffin,slayton,8,0.5819026819894524,0.035826656123358,0.9420026637672576,7151,no,4052
executives,managers,0,0.7331854967962053,0.0,1.0,6519,no,186995
armament,hoofdbewapening,1,0.761783683673981,0.0590475793902733,0.928063681237186,6981,no,5492
maxwell,reynolds,2,0.5629199827229268,0.1522728686707732,0.7870883799047511,7247,no,916
dimension,tweedimensionale,9,0.6253674948041268,0.2378577249847187,0.7244546156298569,6907,no,163471
trend,toenemend,4,0.588275456960691,0.2222527205125709,0.725792727890817,6492,no,498311
counted,tellen,6,0.6340943155988454,0.1310693446822622,0.8287041694660333,7197,no,108524
nominating,nomineerder,7,0.7166940187333872,0.0706204965966822,0.9103020518209604,6816,no,12296
dos,paixão,9,0.4903519624997388,0.3062312151539472,0.6155690657993269,5810,no,17467
honest,fatsoenlijke,9,0.6743061997059976,0.0774844508429239,0.896933473718583,6685,no,443985
uncertain,exacte,4,0.6621322618666943,0.0901069792264634,0.880214997697382,6850,no,110198
rapper,rapgroep,8,0.5947728169495481,0.1854282172833665,0.7623327717507096,6632,no,31472
jesse,josh,4,0.6448074205575995,0.1228308905399369,0.8399885873800143,6053,no,2748
victories,ritoverwinningen,2,0.7727078047935068,0.0716067166389909,0.9151895237837432,6232,no,60590
loose,slap,5,0.5564468296610613,0.044503180030736,0.925945287772672,6504,no,321042
galaxy,sterrenstelsels,1,0.6562161359907152,0.0081136565193787,0.9877867038166056,5710,no,59252
integral,integreerde,5,0.5631512950168649,0.1014746163353683,0.847320703869474,6354,no,145965
difficulties,relatieproblemen,2,0.7050789317714712,0.1421334504511229,0.8322339788303764,5657,no,332517
grain,lijnzaad,4,0.620093230978249,0.1311003698120388,0.8254772542336414,6518,no,179534
licence,licence,6,0.5966922628034486,0.1236459879033669,0.828350101105915,6265,no,102241
canterbury,hereford,7,0.5869762162339792,0.1695829403115988,0.7758497285448127,5941,no,987
bulk,hoofdzakelijke,7,0.5483804938354592,0.0463242766984838,0.9221054227345568,6784,no,208183
garrison,gelegerd,3,0.7439950218911753,0.0876171288491591,0.8946418366167944,5634,no,14305
switched,wisselde,3,0.5982934945696209,0.0568331864776942,0.9132485546355124,5799,no,120437
milton,penfield,7,0.5305617759247657,0.1981391615909556,0.7280926215541188,6182,no,2018
construct,realiseren,5,0.6103305249895918,0.1206916824811152,0.8349001148696956,6781,no,164107
larvae,bladluizen,8,0.6739643052775512,0.1050539862548713,0.8651456745024336,7175,no,26769
resumed,hervat,1,0.7553521324697674,0.0599117153817078,0.9265124836093278,6436,yes,38067
earn,verdiende,1,0.7295663394154199,0.0003834718304177,0.9994746600046882,5893,no,516153
graves,begraafplaats,8,0.6040092661833898,0.0698232251946784,0.8963789575479189,6977,no,29787
sin,vergeving,3,0.4761773414353946,0.1842333528298473,0.7210321479805514,6039,no,308951
charleston,charleston,0,0.7298063472041503,0.0,1.0,6745,yes,8332
institutes,onderwijsinstituut,5,0.690479247271321,0.1322502157235702,0.8392543093787423,7325,no,43617
diving,wedstrijdzwemmen,6,0.5745463583053965,0.0770317664871367,0.8817766227009782,6525,no,138266
resignation,aftredend,2,0.7665988322559011,0.0609502260187445,0.9263485041650348,5971,no,56169
planets,planetaire,9,0.7109774944338514,0.167984079936901,0.8088834770084681,5958,no,87925
nationally,bekendheid,3,0.4836436367885275,0.0770937141035701,0.8625136813502455,6649,no,119931
motorcycle,autoracen,7,0.6682370211865107,0.0413897307520909,0.9416739424788876,5866,no,173801
jungle,jungleboek,3,0.5435848615265704,0.234511886213899,0.698608319730287,7212,no,76476
handball,vrouwenvoetbalelftal,5,0.6517468345552204,0.0472175668418419,0.9324463924808396,5715,no,4798
complicated,gecompliceerd,3,0.798899705484128,0.0320260033227175,0.961457440799726,5901,yes,388795
currency,wisselkoers,6,0.7001221277942904,0.088253754424958,0.8880562477678451,5672,no,346161
monte,carlo,1,0.5665382637356216,0.2192834415446336,0.7209501340174506,6405,no,8147
newer,nieuwste,8,0.5843806176745397,0.2704306567069009,0.6836370029131984,7307,no,152618
humanity,menselijkheid,1,0.7387960747347712,0.0917608362967988,0.8895189058353269,6576,yes,207744
civilians,soldaten,5,0.726962212915704,0.0528801135503939,0.932191275395344,6285,no,102687
santos,cruz,3,0.6471806953983189,0.0949142000912132,0.8720996456543447,6300,no,1714
exterior,buitenmuren,4,0.6683768566718573,0.0247494108815236,0.9642930703392834,6998,no,169273
flew,vliegtuigen,8,0.6789950722489198,0.1889757102042414,0.7822787194862296,5741,no,115830
circulation,oplagen,2,0.5567069544909108,0.1121781954495401,0.8322907969185337,6131,no,173975
mayors,viceburgemeester,9,0.5809501890186073,0.1556582988877175,0.7886824528316965,6222,no,12635
holdings,overnames,7,0.6234444523678642,0.0960447768253691,0.8665097781476665,6864,no,64579
kills,verwondt,3,0.765537267581593,0.0917726920989173,0.8929527284004517,5756,no,89966
witnesses,getuigenissen,6,0.6768700865204103,0.0714391347136678,0.9045326013812128,6949,no,128917
governmental,overheidsdiensten,9,0.724586533408706,0.0733890560586764,0.9080309510374112,7201,no,87036
breeding,kuddes,6,0.6281084743934264,0.0444525025749038,0.9339056173385496,5712,no,124230
entities,overheidsorganisaties,9,0.5879480413960911,0.2292202075005299,0.7194944764312199,7168,no,185095
eliminate,bestrijden,5,0.652604745485634,0.0849544334971231,0.8848167904109167,7308,no,372089
pub,pub,0,0.6842787435073976,0.0,1.0,6403,yes,103484
glen,cronk,3,0.5433554698311781,0.197740031375222,0.7331787454473427,5794,no,4463
canon,canon,0,0.6297917513488305,0.0,1.0,5780,yes,40018
investors,investeerders,0,0.8638159980489837,0.0,1.0,6824,yes,520687
collect,halen,9,0.5744057022056064,0.2082505447647059,0.7339182488214328,5687,no,370651
motorcycle,racewagen,3,0.6961862375983359,0.0134405143402658,0.9810597411899308,5866,no,173801
supplied,geleverde,4,0.6252190362525498,0.0767959825941286,0.890606353806654,5631,yes,255570
encounter,aangevallen,7,0.5971106800458601,0.1090190744383525,0.8456104225235704,6059,no,325382
concentrated,geconcentreerde,1,0.7676080598097136,0.0552860096742927,0.9328151560152088,6916,yes,128634
reflects,uitgaat,6,0.6648102977153054,0.1149284078243535,0.8526065116328793,7107,no,198962
unused,onbruikbare,8,0.516361946338152,0.1609401963088579,0.7623805002596379,6718,no,59608
enabled,ondersteunde,8,0.6036149282738323,0.0881207007034223,0.8726092787302129,6263,no,207899
atomic,atoombom,0,0.6780626270206447,0.0,1.0,5766,no,63007
paralympics,paralympisch,5,0.7529742931222514,0.0707661489590997,0.9140916903626896,6404,no,210
songwriters,artiesten,5,0.6977748172608915,0.100651690207894,0.8739374391176148,6386,no,13440
uruguay,uruguay,0,0.8643060340945474,0.0,1.0,6257,yes,659
sit,plaatsnemen,0,0.5885167181195894,0.0,1.0,5644,no,705280
fusion,versmelting,0,0.5591543509329224,0.0,1.0,6203,no,76200
beetle,spinnende,4,0.517339654621829,0.0502063668623984,0.911537804932364,6319,no,16514
surrey,gloucestershire,5,0.6998707260544539,0.067519268265342,0.9120144010671,5818,no,2459
stability,solvabiliteit,9,0.6567980920685568,0.226326958786444,0.7437203728199934,6370,no,288878
diplomat,gezant,7,0.6785605164702381,0.2295880949005126,0.7471910521847579,6717,no,20902
jennifer,jillian,8,0.6969772799084502,0.06473429694713,0.9150146867737528,5745,no,10140
griffin,mccauley,9,0.5807286906356276,0.0370006474771827,0.9401021690337368,7151,no,4052
sending,uitgestuurd,3,0.6922957265754158,0.1061751046262028,0.8670269464115302,5765,no,400733
associates,directeuren,9,0.475189575971472,0.1050256971803864,0.8189883961346562,6599,no,126010
arbitrary,arbitraire,2,0.6825559308376805,0.0650145176667076,0.9130322529511732,7277,no,70229
copyvio,auteursrechtschending,6,0.7509662307707208,0.0909930231925282,0.8919270466305724,6326,no,13
rotation,bewegingsrichting,7,0.6148656932878462,0.1402935527548383,0.8142199099196246,6689,no,112783
sebastian,christof,5,0.5131648008505945,0.1885888167248572,0.7312606419095796,6699,no,1725
drawings,aquarellen,1,0.7480765911211009,0.1260743643354247,0.8557750654524168,6709,no,122273
coordinator,adviseur,4,0.6122909352110886,0.1412009493670247,0.8126045518777094,7255,no,104881
butterfly,vogelnest,4,0.4199539906252849,0.0372135021792114,0.9185998506785226,6132,no,57621
evangelical,kerkgenootschap,4,0.7530316890114012,0.079402151862319,0.904614459475868,7138,no,36492
copyvio,bronvermelding,8,0.7371594834072148,0.1047997705560341,0.8755286908924352,6326,no,13
swing,swinger,4,0.5155068310854898,0.1543805966481977,0.7695424779496363,5829,no,239478
amazing,wondere,5,0.5938767439973651,0.0752292756200823,0.8875674804673053,6422,no,1110594
eliminate,beperken,3,0.6742174108254002,0.0633417681573569,0.9141197479980956,7308,no,372089
travelling,terugreis,8,0.6643491359908029,0.0809718058075946,0.8913598139182612,6670,no,176307
sustained,toegebracht,4,0.6112379811055089,0.040136468785443,0.938381880357508,6258,no,156637
commitment,inspanningen,6,0.6385654942930502,0.0262753520170621,0.960478733876098,6253,no,605347
jets,boeing,7,0.5333965288431017,0.183616501255828,0.7439146939484578,6380,no,46885
observations,bevindingen,7,0.6674379356857479,0.1558517903044601,0.8106963012115691,6317,no,156403
jungle,mowgli,9,0.4905635607068206,0.2875331870336488,0.6304660212645508,7212,no,76476
pond,waterplas,1,0.6345050253881164,0.0322574189182479,0.9516208220878344,6458,no,114161
convince,overtuigen,0,0.8750677961130092,0.0,1.0,7040,yes,173397
leslie,frances,4,0.609925237760454,0.0892241468321924,0.8723818560118191,5772,no,1756
witness,getuigenis,1,0.745042929396579,0.0270232640569482,0.9649987730507013,5840,no,255389
discontinued,stopgezet,0,0.6947880874394559,0.0,1.0,5968,no,43316
distributor,productiebedrijf,8,0.6341071738878468,0.1223788206881255,0.8382272486660884,7167,no,74252
identifying,identificeerbare,1,0.7073028773935187,0.0603340344213402,0.9214029009122326,6920,no,194199
neighborhoods,wijken,3,0.6975137646063485,0.0341714543309408,0.953297601965266,7003,yes,110790
nominate,etalagekandidaat,4,0.6082205885983265,0.079969978658943,0.8837967527255463,6427,no,29071
dimensional,driedimensionale,7,0.8028897786064908,0.0719066554464867,0.9178018420658856,5876,no,44327
consumption,consumptiegoederen,7,0.675314814030866,0.1178407426094536,0.8514279555594262,5695,no,423879
accordingly,uiteraard,8,0.590267531254915,0.0818766786323061,0.8781858454957988,7067,no,157314
sick,verplegend,6,0.6204921432060249,0.1119953643793491,0.8471026970159001,6598,no,422989
licence,racelicentie,9,0.5620282361806689,0.1583100145261465,0.7802282269880734,6265,no,102241
theodore,theodo,5,0.4865251850209319,0.1680116959758194,0.7433121022608147,6770,no,1392
announcement,bekendmakingen,9,0.671157920457028,0.0921764395968757,0.8792450013774219,6279,no,257805
bots,spambots,3,0.6298832775381671,0.0266911262090209,0.9593479032129644,6954,no,23643
bee,honingbij,4,0.4025657017666916,0.0419442274938136,0.905639391309902,7131,no,59238
cream,crème,3,0.6479550863990032,0.0131826658200273,0.9800606367193806,6322,yes,438190
travelling,reisden,4,0.6918796067714104,0.0534413350269872,0.928297553402917,6670,no,176307
buddhism,theravada,7,0.7515864081573427,0.150465851459036,0.8331960816516046,6387,no,2144
aux,troisième,5,0.561732047939412,0.0880972766478204,0.8644301306288705,6758,no,7780
innocent,schuldig,4,0.6463701597170463,0.0640601134985366,0.9098291332538734,6631,no,186939
outbreak,uitbraak,0,0.7771338542798508,0.0,1.0,5713,yes,69050
ports,havens,0,0.7542154559812084,0.0,1.0,5821,yes,129823
temporarily,opnieuw,8,0.5949782400013499,0.2659935657691823,0.6910542668338254,5667,no,117242
eds,isbn,2,0.6322705027327558,0.0867105960743511,0.8793979477093118,6433,no,6949
bee,beestje,5,0.4000373474165532,0.0444725818439519,0.8999514320907581,7131,no,59238
gibraltar,gibraltar,0,0.7818425944118853,0.0,1.0,7105,yes,419
equations,differentiaalrekening,8,0.7625935345172445,0.098202965471986,0.8859161654662692,7162,no,45463
conquest,overheersers,9,0.6654440184506778,0.166465848396385,0.7998991777471154,6021,no,33817
tel,tel,1,0.7255982956896043,0.0856480321262598,0.8944241358147631,6603,yes,19444
dear,antwoordt,9,0.5357941223267604,0.0708458270515364,0.8832160210943223,6854,no,208756
performs,bespeelt,6,0.5670241452146948,0.1657959971856558,0.7737562225806301,7218,no,138111
boxers,worstelaars,7,0.574580353941302,0.1400188543645425,0.8040596004906079,6906,no,17662
everybody,weggaat,7,0.6172845039407282,0.1138504085747245,0.8442826260573103,6339,no,424749
assumption,veronderstel,5,0.5429530995069786,0.1005838411500521,0.8437015269902622,6224,no,131169
sphere,ruimtekromme,6,0.5663721805318411,0.0352500809638512,0.941408283536224,7283,no,94641
rape,verkrachten,2,0.7281236453698934,0.084811714743655,0.8956722527953406,6169,yes,116601
interactions,gedrag,4,0.6455724321685399,0.137727637961993,0.8241700170676081,6476,no,166569
plymouth,plymouth,0,0.7954567464792557,0.0,1.0,6161,yes,2021
kyle,matt,3,0.6193907314095288,0.118734148978712,0.8391408389915539,6342,no,2976
responses,beantwoorde,8,0.6268593643225233,0.0863392530183344,0.8789408014554935,5824,no,277454
probability,invariantie,3,0.675425653294051,0.0122703260866097,0.9821573392101836,5835,no,175103
nobility,vorstelijke,9,0.6514601202836181,0.1128687272819848,0.8523296253419282,6563,no,21336
theodore,george,1,0.5400995311563457,0.1144373498404056,0.8251628698658867,6770,no,1392
glory,roem,3,0.5674647140327271,0.1255054542638998,0.8188876520148022,6236,yes,200255
floating,zwevende,5,0.5405219699343486,0.0640889219217208,0.8939997231525602,7266,yes,150063
andrea,antonelli,5,0.6329655314917861,0.1623420254144149,0.7958751630049435,6085,no,2138
sudden,aanhoudende,8,0.6205318294448254,0.2239288354540421,0.7348262094826408,7275,no,259275
für,europäischen,5,0.7415937985105351,0.0882170271009171,0.89369019494785,7147,no,0
shots,aangeschoten,9,0.5585011997136028,0.102420404692095,0.8450339586278289,5961,no,354211
precise,preciezere,5,0.7326862453993964,0.0738384121204297,0.9084486612628894,7031,no,245627
curtis,clayton,7,0.6115108539848031,0.0479836565084235,0.927241765101976,6010,no,1980
rendered,geïnterpreteerd,6,0.4848100579131755,0.0510214101833605,0.9047808626010584,6833,no,106816
foundations,funderingen,2,0.7165215966427775,0.0167418832109172,0.9771679844000172,6902,yes,114814
mcdonald,mccall,6,0.5848213704959211,0.1786093885895564,0.766043761711259,6329,no,1663
buddhism,taoïsme,8,0.7504596010914955,0.1515926585248832,0.8319469222444473,6387,no,2144
delay,vertraagd,2,0.665837627569783,0.0865920377832628,0.8849167679445052,6215,no,283570
confederation,confederale,4,0.5812248435102083,0.1578155721877101,0.7864588068046646,6754,no,6666
fluid,viscositeit,6,0.6627690461415094,0.0935209161579747,0.8763425130308139,6099,no,225545
rebels,rebellen,0,0.8003246145899532,0.0,1.0,5640,yes,51578
saxophone,klarinet,9,0.8081221089710544,0.0446906081268548,0.947596222205814,6043,no,15308
seoul,chuncheon,5,0.677776618799195,0.0935910403660568,0.8786687006461512,6170,no,1115
monarch,staatshoofd,7,0.6498288675069661,0.1192966740571473,0.844893105728172,6316,no,21965
herald,weekblad,7,0.577478670230024,0.070408667583998,0.8913257545338708,5628,no,12258
chi,chung,3,0.5680703054005073,0.1926959434522989,0.7467080805137271,5654,no,31885
argues,argumenteert,2,0.7129754485930981,0.0811422915839128,0.8978208299869664,6464,no,112654
allegedly,aangeklaagde,8,0.6757877106540171,0.069936941242371,0.9062161334421218,6214,no,115125
marking,markeer,9,0.536130693319381,0.1356512936781357,0.7980724456688398,7081,no,82411
intensity,stralingsintensiteit,4,0.6471459268541663,0.1905284500514136,0.7725507007206818,6997,no,195730
smooth,plaatvormige,6,0.5752948670298315,0.1075276270573859,0.8425247732924696,5746,no,409754
cyclists,wegwedstrijden,3,0.638391986768643,0.0610404110748667,0.9127286478821018,5786,no,51139
guatemala,peru,8,0.7492708352678555,0.1124057533056516,0.8695499508792067,6759,no,1227
distant,uitgestraalde,8,0.47774966055501,0.0722340029149095,0.8686615481282196,6581,no,166675
burke,byrnes,7,0.5970582137186807,0.0939950635217448,0.8639828988336556,6582,no,1716
hearts,tranen,4,0.4779662529459639,0.1287037810509155,0.7878520878920194,6230,no,273272
lisbon,alegre,7,0.5995995934251428,0.2474686577156535,0.7078527528538898,7303,no,652
copied,gekopieerde,1,0.8269869699028454,0.018622705476208,0.977977184960827,5940,no,82587
macedonia,macedonië,0,0.8797030297631516,0.0,1.0,6007,yes,554
bullet,pistool,2,0.5925690940394059,0.0937075883260709,0.863455089275251,7022,no,106362
panels,beschilderingen,5,0.6091641887822518,0.2007427302253307,0.7521409861872641,7310,no,276890
lok,lok,1,0.4835080480219006,0.0221351238775328,0.9562238252038826,6842,yes,1457
deals,verhandelt,3,0.6229921267367122,0.0697713610870369,0.8992854526640585,5808,no,573868
assignment,assisteren,9,0.489879890464599,0.0546671955623266,0.8996097913934599,6584,no,157031
baroque,classicistische,9,0.7419743066981009,0.1350018871551584,0.8460598040159026,6350,no,12336
sequences,expressies,8,0.5406041836307376,0.1456373168479889,0.7877754161670616,7143,no,77851
desired,bewerkstelligt,8,0.6074705314925503,0.2329930181531507,0.7227803415729696,6304,no,383727
hosting,evenementen,0,0.5686778760957132,0.0,1.0,6186,no,619516
teen,zoey,7,0.5408008435137965,0.0723115828641682,0.8820582004978147,6069,no,200462
willie,willie,0,0.7907390486272949,0.0,1.0,6589,yes,1672
swan,zwanenmeer,5,0.4222876753295099,0.1220688934543112,0.7757556343500501,7228,no,15290
boulevard,woonboulevard,5,0.6022878740481081,0.1708412906495682,0.7790261984019529,5762,no,9240
archaeology,egyptologie,7,0.6775951714818298,0.2160101439103889,0.7582711962544914,6884,no,23743
shelter,slaapplaats,4,0.6216042123101595,0.0934870758621989,0.8692655365706738,6762,no,188545
rat,aap,2,0.5721829830442198,0.1504879270529052,0.7917614713000138,7314,no,63749
leicester,ipswich,7,0.7260024574728965,0.0677223811163723,0.9146777600701786,6987,no,1493
hood,whit,1,0.4733740955436286,0.1191584468152757,0.7988997425510176,5914,no,85302
eurovision,eurovisiesongfestival,0,0.8634296157079885,0.0,1.0,5878,no,344
enrollment,middelbaar,9,0.572041919080061,0.135655417076252,0.8083143596201285,7155,no,92223
heath,audley,3,0.5372192626934523,0.0499882406946096,0.9148712501012196,6767,no,15116
petition,ingediend,7,0.641888599638197,0.1173123909705087,0.8454791386975786,7230,no,149386
rewrite,herschrijft,3,0.7464004803423481,0.1017371526842807,0.8800464114282658,7285,no,34763
demon,duivel,7,0.6195394006158971,0.1161867759741576,0.84207877921014,7160,yes,56523
armament,boordgeschut,4,0.7010982696742031,0.1197329933900512,0.8541320259378588,6981,no,5492
audiences,recensenten,6,0.6179060934990773,0.0942316408271987,0.867677787196114,7042,no,170048
raja,shah,3,0.633756090295419,0.0446219181461339,0.9342226345918192,7146,no,1622
thesis,doctoraatsthesis,2,0.7528799622949085,0.0639401656594309,0.9217206292166624,6026,no,119092
copyvio,copyvio,1,0.8146123719788572,0.0273468819843918,0.9675199460595448,6326,yes,13
iceland,noorwegen,1,0.7695431022069743,0.1051330676357861,0.8798034389633757,5784,no,1304
victories,thuisoverwinning,9,0.6976236679841106,0.1466908534483871,0.8262604163203239,6232,no,60590
temporarily,nadat,2,0.6371960849673288,0.2237757208032034,0.7400893742357406,5667,no,117242
aboriginal,indiaanse,6,0.5375148778310215,0.2259612658537793,0.7040362456340655,6554,no,28782
hurt,spijt,8,0.6106168591076074,0.0473142533165605,0.92808631113031,6363,no,496153
pale,lichtgeel,6,0.7170914516888545,0.0601273752950798,0.9226377781809412,6234,no,104942
superman,supermans,1,0.7261684008823245,0.064373545651956,0.9185703605809048,7259,no,7316
humor,grappen,5,0.6476399110652733,0.1890910968728653,0.7740120838370493,7326,no,176017
reforms,hervormen,1,0.7956523503888707,0.0901456348436661,0.898232287331291,6255,no,131298
barnes,willett,2,0.615008805625864,0.0847422224927827,0.8788966088115354,6704,no,3001
wore,droeg,3,0.6806710818801218,0.0595099526115625,0.9196008140732344,6932,yes,155002
swing,swing,0,0.6698874277336875,0.0,1.0,5829,yes,239478
commitment,vrijwilligheid,5,0.6399438068615303,0.024897039448582,0.962551880518832,6253,no,605347
mph,km/uur,0,0.835286208642732,0.0,1.0,5793,no,107262
upgraded,opgewaardeerde,1,0.6400363820940348,0.0387137149000291,0.942963227450754,7072,no,102777
toll,verkeersdrukte,4,0.5101931752971587,0.0357270986081617,0.9345561974597816,6399,no,122745
cairo,tunis,5,0.6375501479088337,0.210901858803294,0.751427473640414,6976,no,2236
easter,nieuwjaarsfeest,8,0.6009439020211588,0.136731643800814,0.8146452806044187,7313,no,14774
knee,rechterknie,2,0.7226516676521674,0.0552527849197191,0.9289722732180746,6665,no,223033
consequences,schadelijkheid,6,0.6680718813974718,0.1112336686734106,0.857265653166087,6129,no,373148
routine,uitvoert,3,0.5265145332842023,0.0437753892474297,0.9232401143385072,6798,no,447950
expertise,kennis,2,0.7457890572804311,0.0532498384615919,0.9333576391019842,7082,no,567356
lang,klinger,4,0.392081069854051,0.0509894839075543,0.8849179132427986,6478,no,12310
concentrated,geconcentreerd,0,0.8228940694840063,0.0,1.0,6916,yes,128634
cognitive,mentale,3,0.7315572416050835,0.1352209729406315,0.8439958796016789,7033,no,125332
lit,noen,8,0.443995122607893,0.0516572482039966,0.8957792774815524,6897,no,124561
floating,afgemeerd,2,0.5448457967841944,0.0597650950718751,0.901151143856498,7266,no,150063
busy,vermoeien,3,0.556866276493305,0.1551454647654789,0.7821026595836843,6550,no,607913
elimination,eliminator,9,0.5280720114183932,0.1923392986008059,0.7330146043991452,6766,no,108822
assumption,veronderstelling,1,0.6116854026335319,0.0318515380234988,0.9505055016873166,6224,yes,131169
edu,http,7,0.4882591324652759,0.04009427472327,0.9241146660970389,6136,no,46819
zhang,zhao,2,0.7917608249380611,0.0641008135607766,0.9251037659858103,5838,no,4199
travelled,afreisde,3,0.750017552861781,0.1141758507530896,0.8678815988695369,5877,no,71734
silly,kinderachtige,4,0.7607328884805055,0.0127471278037115,0.983519770989109,7119,no,176131
hurt,weglopen,2,0.6420817941768951,0.0158493182472728,0.9759103682012004,6363,no,496153
porter,winslow,9,0.5894563952998215,0.1406101326411457,0.8074009322989871,5994,no,10956
geometry,differentiaalmeetkunde,1,0.7436666320010797,0.0238619073496529,0.9689107230203606,6345,no,55491
farms,tuinderijen,6,0.6826367495028358,0.0703889655389642,0.9065251502930984,5836,no,144871
boarding,school,6,0.5600927611451966,0.0835735084333467,0.8701601864455806,7043,no,75344
variables,parameters,1,0.754425088607575,0.1142912719391653,0.8684366070103315,7276,no,170150
tonight,goeiemorgen,1,0.6288182483468381,0.0937215669631512,0.8702887163070147,6753,no,329326
stability,instabiliteit,2,0.7608768667990431,0.1222481840559577,0.8615731895074172,6370,no,288878
panels,leuningen,6,0.6064557450546888,0.2034511739528937,0.7487968442074898,7310,no,276890
allegedly,beschuldiging,9,0.6685387075459251,0.077185944350463,0.8964953831763801,6214,no,115125
northeastern,zuidwestelijke,5,0.7617672408328949,0.0262826711482392,0.9666484688994312,5763,no,22339
depot,rangeerterrein,1,0.6690386748832917,0.0085432981047779,0.9873914914425737,6009,no,32021
lawsuit,aanklaagde,9,0.6078583265034576,0.192088933266224,0.7598730029758091,6880,no,182626
automated,geautomatiseerd,1,0.7569612548757,0.0040077319543436,0.9947333833261212,6692,yes,168907
