et,sk,position,score,rel_score,ratio_score,index,freqs,correctness,note
põhimõte,princípu,5.0,0.6900627060343674,0.1309934478287789,0.8404573825889465,5337.0,347800.0,yes,not_basic_form
enese,vedomej,8.0,0.6388412981279935,0.041615716115784,0.9388415208534024,2840.0,0.0,no,meaning
laul,melódia,7.0,0.7702588398711223,0.1109806179429431,0.8740630404609514,4021.0,392297.0,no,meaning
põhimõte,princípy,9.0,0.6591523530769537,0.1619038007861926,0.8028103193375752,5337.0,347800.0,yes,not_basic_form
samasugune,hocijaký,8.0,0.7315635532472092,0.0825846411023364,0.8985631342358789,4134.0,232692.0,no,meaning
juur,koreň,0.0,0.7812490534151613,0.0,1.0,29104.0,128780.0,yes,1
vahendusel,internetovej,2.0,0.6125462549883653,0.1235878971309411,0.8321122627239403,2371.0,0.0,no,meaning
Kalad,Ryby,0.0,0.7340254845350367,0.0,1.0,39667.0,4.0,yes,1
ahi,sporák,0.0,0.8497746899352252,0.0,1.0,13669.0,169140.0,no,meaning
ammu,dávno,0.0,0.8450413142739382,0.0,1.0,991.0,270403.0,yes,1
dressid,tepláky,0.0,0.8365935197580069,0.0,1.0,76903.0,0.0,no,meaning
eeldama,zdôvodniť,0.0,0.7645459673896395,0.0,1.0,70948.0,262727.0,no,meaning
esindus,centrála,0.0,0.683682667687341,0.0,1.0,11812.0,104355.0,no,meaning
ettevõte,firma,0.0,0.8498250305588468,0.0,1.0,1543.0,1428160.0,yes,1
ettevõtlus,podnikanie,0.0,0.7862803382497691,0.0,1.0,19320.0,139413.0,yes,1
hommik,ráno,0.0,0.7857969699879553,0.0,1.0,8406.0,659630.0,yes,1
juur,koreň,0.0,0.7812490534151613,0.0,1.0,29104.0,128780.0,yes,1
jälgima,kontrolovať,0.0,0.8167571682811579,0.0,1.0,6357.0,463215.0,no,meaning
järgmine,nasledujúci,0.0,0.769084880375632,0.0,1.0,1080.0,1661707.0,yes,1
kanal,kanál,0.0,0.870607655960139,0.0,1.0,10609.0,195056.0,yes,1
kell,15.00,0.0,0.8401506736355762,0.0,1.0,174.0,1860327.0,no,number
kiire,rýchly,0.0,0.8520692213061852,0.0,1.0,954.0,532068.0,yes,1
kilo,kilogramov,0.0,0.8411054094830404,0.0,1.0,3095.0,106652.0,yes,not_basic_form
koht,miesto,0.0,0.7645430876070911,0.0,1.0,470.0,2726920.0,yes,1
kontoritarbed,elektrospotrebiče,0.0,0.7009485357876295,0.0,1.0,300027.0,0.0,no,meaning
kuivõrd,skutočnosť,0.0,0.7336698782999505,0.0,1.0,3346.0,101438.0,no,meaning
küll,ozaj,0.0,0.7140348079413186,0.0,1.0,81.0,2924749.0,no,meaning
laul,pieseň,0.0,0.8812394578140654,0.0,1.0,4021.0,392297.0,yes,1
linn,mesto,0.0,0.8995243123277887,0.0,1.0,1069.0,1549647.0,yes,1
lõplik,konečný,0.0,0.8209097005909394,0.0,1.0,6906.0,122888.0,yes,1
maantee,križovatky,0.0,0.7934400268013169,0.0,1.0,2810.0,219004.0,no,meaning
madalale,nízko,0.0,0.773663728828355,0.0,1.0,17153.0,26.0,yes,not_basic_form
mahtuma,zmestiť,0.0,0.7676301653301748,0.0,1.0,27540.0,213662.0,yes,1
matused,pohreby,0.0,0.7683255774419111,0.0,1.0,39007.0,0.0,yes,not_basic_form
minister,minister,0.0,0.8730985099040967,0.0,1.0,1342.0,305397.0,yes,1
miski,ono,0.0,0.6588407345094653,0.0,1.0,1625.0,3791215.0,no,meaning
märkmed,zápisky,0.0,0.8012064406778368,0.0,1.0,46834.0,0.0,yes,near_equivalent
näitleja,herec,0.0,0.8794877545166826,0.0,1.0,3168.0,214001.0,yes,1
näpp,prst,0.0,0.7694129877345667,0.0,1.0,50733.0,115253.0,yes,1
ohver,obeť,0.0,0.811891310893859,0.0,1.0,10861.0,186708.0,yes,1
olemasolu,preukázanie,0.0,0.6790195444271611,0.0,1.0,1788.0,195567.0,no,meaning
olud,pomery,0.0,0.7285002004859547,0.0,1.0,17371.0,0.0,yes,near_equivalent
organism,organizmus,0.0,0.8841823402871616,0.0,1.0,6776.0,187605.0,yes,1
paiknema,nachádzať,0.0,0.7642070033646139,0.0,1.0,39885.0,116486.0,no,meaning
peamiselt,prevažne,0.0,0.8379399443233688,0.0,1.0,844.0,307417.0,yes,1
pidu,žúr,0.0,0.8112257439523858,0.0,1.0,3266.0,237563.0,yes,1
pood,predajňa,0.0,0.8491234271689414,0.0,1.0,8431.0,513985.0,yes,1
pulmad,zásnuby,0.0,0.8762233522887617,0.0,1.0,19294.0,0.0,no,meaning
põhi,spodok,0.0,0.706233963206853,0.0,1.0,8120.0,317683.0,yes,near_equivalent
põhimõte,princíp,0.0,0.8210561538631463,0.0,1.0,5337.0,347800.0,yes,1
põhjendama,odôvodniť,0.0,0.8456223540635662,0.0,1.0,30840.0,121083.0,yes,1
põlema,horieť,0.0,0.7594473691295812,0.0,1.0,4615.0,187965.0,yes,1
ripsmed,mihalnice,0.0,0.8786578479117702,0.0,1.0,37263.0,0.0,yes,1
samasugune,taký,0.0,0.8141481943495457,0.0,1.0,4134.0,232692.0,no,meaning
samuti,takisto,0.0,0.7375926504490071,0.0,1.0,190.0,1933240.0,yes,1
selts,spolok,0.0,0.7701220681612876,0.0,1.0,13880.0,185095.0,yes,1
seoses,súvislosti,0.0,0.7911585697164846,0.0,1.0,693.0,441101.0,yes,not_basic_form
soodne,výhodný,0.0,0.7772590327093942,0.0,1.0,7644.0,137496.0,yes,1
suhkur,cukor,0.0,0.9017818562410232,0.0,1.0,7490.0,157996.0,yes,1
sundima,obmedzovať,0.0,0.7683445120950456,0.0,1.0,38715.0,292004.0,no,meaning
sõbralik,priateľský,0.0,0.8700855078574059,0.0,1.0,4672.0,132673.0,yes,1
sõitma,jazdiť,0.0,0.8637001213467974,0.0,1.0,2734.0,1406894.0,yes,1
sülle,náručia,0.0,0.7793390156990716,0.0,1.0,8490.0,5.0,no,meaning
te,vy,0.0,0.6686808844946319,0.0,1.0,268.0,44.0,yes,1
teie,váš,0.0,0.7486385618970388,0.0,1.0,359.0,7.0,yes,not_basic_form
tellimus,objednávku,0.0,0.7826202946472932,0.0,1.0,13520.0,182512.0,yes,not_basic_form
tüüp,typ,0.0,0.7448119170702494,0.0,1.0,4986.0,374774.0,yes,1
ujumisriided,plavky,0.0,0.7680796242892736,0.0,1.0,132856.0,0.0,yes,1
vahendusel,prostredníctvom,0.0,0.7361341521193064,0.0,1.0,2371.0,0.0,yes,1
vangi,doživotie,0.0,0.7514015831160845,0.0,1.0,5051.0,0.0,no,meaning
vangis,väzení,0.0,0.8093028838588437,0.0,1.0,16294.0,5.0,yes,not_basic_form
võimalik,možné,0.0,0.8095943534551835,0.0,1.0,135.0,2337813.0,yes,not_basic_form
võistlus,súťaž,0.0,0.8090931654141896,0.0,1.0,3683.0,524195.0,yes,1
õde,sestra,0.0,0.8663003905829177,0.0,1.0,3199.0,229863.0,yes,1
õhtu,večer,0.0,0.8004836619623711,0.0,1.0,2689.0,832578.0,yes,1
õpingud,štúdium,0.0,0.7699600162143119,0.0,1.0,18935.0,3.0,yes,not_basic_form
üheksa,deväť,0.0,0.9040695213125968,0.0,1.0,2253.0,166919.0,yes,1
näpp,ukazovák,1.0,0.7244771438456459,0.0449358438889208,0.9415972376275732,50733.0,115253.0,no,meaning
lastevanemad,deti,4.0,0.7199015848870426,0.0644566049500389,0.9178224874997134,86554.0,0.0,no,meaning
vuntsid,ryšavé,2.0,0.7378889300895006,0.0365598325597137,0.9527924449970702,60033.0,0.0,no,meaning
üheksa,šesť,1.0,0.8832503140693084,0.0208192072432882,0.9769716744647454,2253.0,166919.0,no,meaning
peamiselt,najmä,4.0,0.6565263130213403,0.1814136313020284,0.7835004375540078,844.0,307417.0,yes,1
Kalad,Blíženci,2.0,0.6436228226510659,0.0904026618839708,0.8768398866406719,39667.0,4.0,no,meaning
lastevanemad,vychovávatelia,2.0,0.7374338617118052,0.0469243281252762,0.940174873248888,86554.0,0.0,no,meaning
Kalad,Ryby,0.0,0.7340254845350367,0.0,1.0,39667.0,4.0,yes,1
maantee,objazdu,4.0,0.766475019420652,0.0269650073806648,0.9660150654494052,2810.0,219004.0,no,meaning
ripsmed,vlásky,3.0,0.8253950869722161,0.053262760939554,0.9393816818843204,37263.0,0.0,no,meaning
madalale,prudko,3.0,0.6281301308835074,0.1455335979448475,0.8118903697795873,17153.0,26.0,no,meaning
Kalad,Rýb,1.0,0.6451432859629754,0.0888821985720612,0.8789112906231545,39667.0,4.0,yes,not_basic_form
meenutama,pripomenúť,3.0,0.7208485620564986,0.1083024323500776,0.8693815323376779,17352.0,397439.0,yes,1
märkmed,zápisky,0.0,0.8012064406778368,0.0,1.0,46834.0,0.0,yes,near_equivalent
püksid,nohavice,0.0,0.8966790034252741,0.0,1.0,7469.0,0.0,yes,1
ettevõtlus,podnikanie,0.0,0.7862803382497691,0.0,1.0,19320.0,139413.0,yes,1
vahendusel,internetovú,4.0,0.6042983401373616,0.1318358119819448,0.820907898917074,2371.0,0.0,no,meaning
suhkur,cukor,0.0,0.9017818562410232,0.0,1.0,7490.0,157996.0,yes,1
sõbralik,kamarátsky,4.0,0.762835110412693,0.1072503974447128,0.8767357961071918,4672.0,132673.0,yes,1
esindus,pobočka,4.0,0.6312407351874842,0.0524419324998567,0.9232949217840356,11812.0,104355.0,no,meaning
mahtuma,zmestil,2.0,0.66906250794202,0.0985676573881547,0.871594861901032,27540.0,213662.0,yes,not_basic_form
põlema,zapáliť,3.0,0.7203982928788802,0.0390490762507009,0.9485822483058228,4615.0,187965.0,yes,1
ohver,vrah,2.0,0.7692678125128614,0.0426234983809976,0.947500979738198,10861.0,186708.0,no,meaning
hindamine,posudzovanie,0.0,0.8444792926581266,0.0,1.0,6199.0,229765.0,yes,near_equivalent
selts,spolok,0.0,0.7701220681612876,0.0,1.0,13880.0,185095.0,yes,1
kanal,Kanál,1.0,0.7333469601172955,0.1372606958428435,0.8423392042291803,10609.0,195056.0,yes,1
põhimõte,zásadu,2.0,0.7788861896316708,0.0421699642314755,0.9486393664634728,5337.0,347800.0,yes,not_basic_form
põhimõte,pravidlo,3.0,0.7119779806992363,0.10907817316391,0.8671489487647258,5337.0,347800.0,yes,1
sundima,donútiť,1.0,0.7611054953174404,0.0072390167776051,0.9905784232676218,38715.0,292004.0,yes,1
põlema,zhasnúť,2.0,0.7339715067228587,0.0254758624067225,0.9664547361117058,4615.0,187965.0,no,meaning
laekuma,vyplácať,2.0,0.672255397781925,0.0065378774677113,0.9903683820890729,36316.0,135172.0,no,meaning
matused,Pohreb,4.0,0.6852109160178551,0.0831146614240559,0.8918236436944079,39007.0,0.0,yes,1
organism,organizmus,0.0,0.8841823402871616,0.0,1.0,6776.0,187605.0,yes,1
minister,premiér,3.0,0.7756411194881931,0.0974573904159035,0.8883775549833335,1342.0,305397.0,no,meaning
minister,minister,0.0,0.8730985099040967,0.0,1.0,1342.0,305397.0,yes,1
püksid,rifle,1.0,0.8629475712718588,0.0337314321534152,0.962381819999618,7469.0,0.0,yes,near_equivalent
prillid,Okuliare,3.0,0.6922326581277225,0.1561321718613864,0.8159610507859092,12013.0,0.0,yes,1
sülle,náruče,4.0,0.7067785197047713,0.0725604959943002,0.906894824290026,8490.0,5.0,yes,not_basic_form
esindus,sekretariát,1.0,0.6668147213162936,0.0168679463710473,0.975327813372678,11812.0,104355.0,no,meaning
jälgima,dohliadnuť,3.0,0.7452502291827604,0.0715069390983974,0.9124501848586384,6357.0,463215.0,yes,near_equivalent
tellimus,doručenie,2.0,0.6785904652531829,0.1040298293941103,0.8670749658479099,13520.0,182512.0,no,meaning
ammu,už,3.0,0.6585555015023222,0.186485812771616,0.7793175201950391,991.0,270403.0,no,meaning
õde,sesternica,1.0,0.8133797250768331,0.0529206655060846,0.938911876202116,3199.0,229863.0,no,meaning
kalad,raky,0.0,0.7933892069658398,0.0,1.0,8778.0,0.0,no,meaning
vangis,cele,4.0,0.6824614525248819,0.1268414313339618,0.8432707533066381,16294.0,5.0,yes,near_equivalent
ohver,zločinec,1.0,0.8072849378451628,0.0046063730486962,0.994326367351284,10861.0,186708.0,no,meaning
te,ste,1.0,0.6656834522549502,0.0029974322396817,0.9955173950546724,268.0,44.0,no,meaning
läbirääkimised,rokovaní,4.0,0.6760761192861755,0.0685188516400754,0.9079783582813616,4758.0,0.0,yes,not_basic_form
samasugune,nejaký,2.0,0.7699926476907066,0.044155546658839,0.9457647305916872,4134.0,232692.0,no,meaning
neli,sedem,3.0,0.8767815137074186,0.019928918325988,0.9777755252821172,605.0,863991.0,no,meaning
olud,pomery,0.0,0.7285002004859547,0.0,1.0,17371.0,0.0,yes,near_equivalent
üheksa,osem,2.0,0.8785983075327337,0.0254712137798629,0.9718260452549248,2253.0,166919.0,no,meaning
võistlus,zápolenie,2.0,0.761059720512687,0.0480334449015026,0.9406329864658868,3683.0,524195.0,yes,near_equivalent
laekuma,čerpať,4.0,0.6399827552522916,0.0388105199973447,0.9428242420594524,36316.0,135172.0,no,meaning
olemasolu,preukázanie,0.0,0.6790195444271611,0.0,1.0,1788.0,195567.0,no,meaning
eel,prípravách,4.0,0.5742041726824906,0.0762184694141152,0.8828170108463188,2558.0,106733.0,no,meaning
te,Vy,2.0,0.6616283752661514,0.0070525092284805,0.9894531017829072,268.0,44.0,yes,1
laul,pieseň,0.0,0.8812394578140654,0.0,1.0,4021.0,392297.0,yes,1
juur,zemiak,3.0,0.6445656399222126,0.1366834134929486,0.8250450187485678,29104.0,128780.0,no,meaning
õpingud,učiteľské,7.0,0.7168212725528623,0.0584793338441023,0.9245720519736572,18935.0,3.0,no,meaning
seoses,súvisiacou,1.0,0.785111293853755,0.0559680243658949,0.9334569009681928,693.0,441101.0,yes,not_basic_form
sundima,poučovať,9.0,0.6534455979952012,0.1022328553353446,0.8647138146062419,38715.0,292004.0,no,meaning
nemad,iní,7.0,0.7381727291891673,0.1164025669405337,0.8637889868011501,1309.0,0.0,no,meaning
samasugune,opačná,8.0,0.6868793634756258,0.0577460570669532,0.9224495223049516,4134.0,232692.0,no,meaning
hommik,navečer,6.0,0.7157173943088919,0.0610151768753262,0.9214463521436964,8406.0,659630.0,no,antonymum
püksid,trenírky,3.0,0.8474912014083824,0.0294409240166008,0.9664273628904484,7469.0,0.0,no,meaning
minister,Minister,3.0,0.7576442246804431,0.131058128548362,0.8525286581359823,1342.0,305397.0,yes,1
ohver,zločinec,1.0,0.7530871985328547,0.0054235711647419,0.9928497110635566,10861.0,186708.0,no,meaning
mahtuma,vojde,8.0,0.6212674271445591,0.1027022167941078,0.8581401614639956,27540.0,213662.0,yes,near_equivalent
sisemine,vonkajšia,1.0,0.7072976472931611,0.1207754716597059,0.8541487836093128,7566.0,148597.0,no,meaning
tüüp,užívateľ,7.0,0.4949478501923329,0.177379782574515,0.7361706199036633,4986.0,374774.0,no,meaning
selge,evidentné,5.0,0.6254035015815693,0.1173403195257463,0.8420177776089606,643.0,764054.0,yes,not_basic_form
õpingud,vysokoškolské,0.0,0.7753006063969646,0.0,1.0,18935.0,3.0,no,meaning
püksid,topánky,6.0,0.8397051122450845,0.0372270131798987,0.9575485808985984,7469.0,0.0,no,meaning
sõbralik,priateľský,1.0,0.7334877396740402,0.0108262917540188,0.985454671957148,4672.0,132673.0,yes,1
põlema,podpáliť,3.0,0.6759994471638389,0.0788077837117913,0.8955921717650099,4615.0,187965.0,yes,near_equivalent
soodne,priaznivé,2.0,0.6979624906621216,0.0850893308279433,0.8913362711218431,7644.0,137496.0,yes,not_basic_form
kell,15.30,9.0,0.8219815750143327,0.0266302423423145,0.9686190531434438,174.0,1860327.0,no,number
dressid,tričká,6.0,0.7793731237483335,0.043829232899893,0.9467576440398576,76903.0,0.0,no,meaning
kuivõrd,nepochybné,2.0,0.6813626314391314,0.0091002179495949,0.9868201193479832,3346.0,101438.0,no,meaning
samasugune,skutočná,7.0,0.6886890042406058,0.0559364163019733,0.9248797922300118,4134.0,232692.0,no,meaning
vangi,zavraždiť,4.0,0.7268004985322645,0.0703280403096231,0.911773275095884,5051.0,0.0,no,meaning
tegelema,oboznamovať,3.0,0.6852328319142912,0.1617112787930462,0.8090649940785458,2658.0,817278.0,no,meaning
prillid,Okuliare,2.0,0.6734325984939598,0.1724717008782137,0.7961096769383706,12013.0,0.0,yes,1
dressid,nohavice,3.0,0.7863753708078105,0.0368269858404159,0.9552637507132976,76903.0,0.0,no,meaning
meenutama,pripomenie,5.0,0.5894781315718971,0.2345483183268062,0.7153631192838058,17352.0,397439.0,yes,not_basic_form
peamiselt,zväčša,7.0,0.6309416380654929,0.2086712273540247,0.7514673298273473,844.0,307417.0,yes,near_equivalent
te,vy,1.0,0.7518328354231523,0.0052156224514477,0.9931105830846144,268.0,44.0,yes,1
vangis,uväznení,6.0,0.703921103651008,0.1518562363285651,0.8225516974635133,16294.0,5.0,no,meaning
laekuma,vyplatené,0.0,0.6653380337280921,0.0,1.0,36316.0,135172.0,no,meaning
seoses,súvisiacimi,3.0,0.7411008207834047,0.0999784974362453,0.8811307147013503,693.0,441101.0,yes,not_basic_form
prillid,dioptrie,7.0,0.6521637186432725,0.193740580728901,0.7709663127700209,12013.0,0.0,no,meaning
minister,minister,0.0,0.8887023532288052,0.0,1.0,1342.0,305397.0,yes,1
kalad,mäkkýše,9.0,0.7485985041663576,0.0434677729073899,0.9451210407947432,8778.0,0.0,no,meaning
eeldama,zvažovať,7.0,0.6239771531450495,0.0452582957691664,0.932373134384028,70948.0,262727.0,no,meaning
organism,organizmus,0.0,0.8883903525955248,0.0,1.0,6776.0,187605.0,yes,1
esindus,centrálou,8.0,0.5897621217655027,0.0471104461258333,0.9260284576523456,11812.0,104355.0,no,meaning
kalad,sumce,8.0,0.7492126033298052,0.0428536737439423,0.9458963536457288,8778.0,0.0,no,meaning
linn,mesta,7.0,0.6473130104821766,0.2497563829074501,0.7215863290533949,1069.0,1549647.0,yes,not_basic_form
miski,nijaká,1.0,0.6457701703740061,0.0105437066848494,0.9839349630513694,1625.0,3791215.0,no,meaning
dressid,overaly,8.0,0.774815237430864,0.0483871192173624,0.9412208689314536,76903.0,0.0,no,meaning
märkmed,poznámky,1.0,0.7245407229590964,0.0762896639455589,0.9047368017084976,46834.0,0.0,yes,1
nemad,ostatní,4.0,0.7510538177639714,0.1035214783657296,0.8788620747234683,1309.0,0.0,no,meaning
kanal,vysielač,8.0,0.586933973834951,0.2232606895853257,0.7244357440681974,10609.0,195056.0,no,meaning
sõitma,šlapať,7.0,0.6918310360084416,0.1567258482934395,0.8153030737327882,2734.0,1406894.0,no,meaning
pulmad,svadbou,6.0,0.6989848076470486,0.1394126541844254,0.8337153193666887,19294.0,0.0,yes,not_basic_form
demokraatia,demokracii,2.0,0.8313601363361742,0.0964483623354128,0.8960471234381823,3374.0,110824.0,yes,not_basic_form
lastevanemad,rodičia,0.0,0.8058957760280603,0.0,1.0,86554.0,0.0,yes,1
jälgima,dbať,7.0,0.6480938857707605,0.1089958644078794,0.8560330999301454,6357.0,463215.0,no,meaning
nemad,všetci,5.0,0.7491225159531827,0.1054527801765183,0.8766021196094655,1309.0,0.0,no,meaning
prillid,ponožky,9.0,0.6437480810705327,0.2021562183016407,0.761017625218739,12013.0,0.0,no,meaning
organism,tráviaci,4.0,0.7671128135916834,0.1212775390038414,0.8634862044038226,6776.0,187605.0,no,meaning
soodne,priaznivú,4.0,0.6756942978329517,0.1073575236571132,0.8628985710641434,7644.0,137496.0,yes,near_equivalent
hetk,chvíľu,3.0,0.7294533990842574,0.0803923468095352,0.9007312846709968,2329.0,1585458.0,yes,not_basic_form
eesotsas,nominovaní,1.0,0.6148105994409462,0.1300356148534011,0.8254195129707489,4345.0,0.0,no,meaning
minister,podpredseda,9.0,0.7199699886601327,0.1687323645686724,0.8101362464545757,1342.0,305397.0,no,meaning
juur,koreni,1.0,0.6487791944615903,0.0762603341812084,0.8948190668666574,29104.0,128780.0,yes,not_basic_form
sülle,náručia,0.0,0.7745038711214032,0.0,1.0,8490.0,5.0,no,meaning
olud,prevládajúce,9.0,0.5882849482141544,0.1233076460003972,0.8267159509487266,17371.0,0.0,no,meaning
õde,synček,8.0,0.7086137536425084,0.0732746880780601,0.9062849836777008,3199.0,229863.0,no,meaning
hommik,ránom,2.0,0.7501679015159372,0.0265646696682809,0.9657994647658716,8406.0,659630.0,yes,not_basic_form
peamiselt,prevažnej,1.0,0.7503273051495893,0.0892855602699282,0.89365865633167,844.0,307417.0,yes,not_basic_form
madalale,nízko,1.0,0.6847076774770342,0.0216975520113156,0.9692845535316448,17153.0,26.0,yes,not_basic_form
küll,naozaj,1.0,0.6945675498051952,0.0351605475339308,0.9518169196689288,81.0,2924749.0,no,meaning
meenutama,nostalgicky,6.0,0.5882481106342561,0.2357783392644472,0.713870423342077,17352.0,397439.0,no,meaning
vahendusel,internetovej,2.0,0.6372349382649487,0.111245819283879,0.8513711699841238,2371.0,0.0,no,meaning
kontoritarbed,písacie,9.0,0.6751746762682349,0.0646323616164008,0.9126361898351129,300027.0,0.0,no,meaning
seoses,súvisia,4.0,0.7204993477638433,0.1205799704558067,0.8566366241045569,693.0,441101.0,no,pos_tag
Kalad,Ryby,0.0,0.7865374134310581,0.0,1.0,39667.0,4.0,yes,1
ahi,piecka,0.0,0.8405455867606855,0.0,1.0,13669.0,169140.0,yes,1
ammu,dávno,0.0,0.8618449468034621,0.0,1.0,991.0,270403.0,yes,1
demokraatia,demokracie,0.0,0.9278084986715872,0.0,1.0,3374.0,110824.0,yes,not_basic_form
dressid,tepláky,0.0,0.8232023566482265,0.0,1.0,76903.0,0.0,no,meaning
eel,predvečer,0.0,0.7086269917570531,0.0,1.0,2558.0,106733.0,no,meaning
enda,svojho,0.0,0.6496769298991485,0.0,1.0,163.0,72.0,yes,not_basic_form
esindus,centrále,0.0,0.6368725678913361,0.0,1.0,11812.0,104355.0,no,meaning
hetk,chvíľa,0.0,0.8098457458937927,0.0,1.0,2329.0,1585458.0,yes,1
hindamine,Posudzovanie,0.0,0.8270070285930551,0.0,1.0,6199.0,229765.0,no,meaning
juur,koreň,0.0,0.7250395286427987,0.0,1.0,29104.0,128780.0,yes,1
jälgima,kontrolovať,0.0,0.75708975017864,0.0,1.0,6357.0,463215.0,no,meaning
järgmine,nasledujúca,0.0,0.7235023733721111,0.0,1.0,1080.0,1661707.0,yes,not_basic_form
kalad,raky,0.0,0.7920662770737475,0.0,1.0,8778.0,0.0,no,meaning
kell,11.00,0.0,0.8486118173566473,0.0,1.0,174.0,1860327.0,no,number
kiire,rýchle,0.0,0.7720114709005446,0.0,1.0,954.0,532068.0,yes,not_basic_form
kilo,kila,0.0,0.8119343721574399,0.0,1.0,3095.0,106652.0,yes,not_basic_form
koht,miesto,0.0,0.6960464191096123,0.0,1.0,470.0,2726920.0,yes,1
kontoritarbed,kancelárske,0.0,0.7398070378846358,0.0,1.0,300027.0,0.0,yes,2nd_word_needed
kuivõrd,skutočnosť,0.0,0.6904628493887264,0.0,1.0,3346.0,101438.0,no,meaning
küll,vôbec,0.0,0.729728097339126,0.0,1.0,81.0,2924749.0,no,meaning
laekuma,vyplatené,0.0,0.6653380337280921,0.0,1.0,36316.0,135172.0,no,meaning
lastevanemad,rodičia,0.0,0.8058957760280603,0.0,1.0,86554.0,0.0,yes,1
laul,pieseň,0.0,0.8629165365509834,0.0,1.0,4021.0,392297.0,yes,1
laupäev,sobota,0.0,0.8579466119109163,0.0,1.0,14506.0,339416.0,yes,1
lugu,príbeh,0.0,0.7718354212195268,0.0,1.0,502.0,1104562.0,yes,1
lõplik,definitívna,0.0,0.7519741747257811,0.0,1.0,6906.0,122888.0,yes,not_basic_form
maantee,križovatky,0.0,0.842269742148563,0.0,1.0,2810.0,219004.0,no,meaning
madalale,nízkemu,0.0,0.7064052294883498,0.0,1.0,17153.0,26.0,yes,not_basic_form
meenutama,pripomínať,0.0,0.8240264498987033,0.0,1.0,17352.0,397439.0,yes,1
märkmed,zápisky,0.0,0.8008303869046554,0.0,1.0,46834.0,0.0,yes,near_equivalent
neli,štyri,0.0,0.8022397774040892,0.0,1.0,605.0,863991.0,yes,1
nemad,oni,0.0,0.8545752961297011,0.0,1.0,1309.0,0.0,yes,1
näitleja,herec,0.0,0.8209429999840411,0.0,1.0,3168.0,214001.0,yes,1
näpp,prst,0.0,0.7725038431515845,0.0,1.0,50733.0,115253.0,yes,1
ohver,obeť,0.0,0.7585107696975966,0.0,1.0,10861.0,186708.0,yes,1
organism,organizmus,0.0,0.8883903525955248,0.0,1.0,6776.0,187605.0,yes,1
paiknema,umiestnené,0.0,0.7387505246907948,0.0,1.0,39885.0,116486.0,no,pos_tag
peamiselt,prevažne,0.0,0.8396128654195176,0.0,1.0,844.0,307417.0,yes,1
prillid,okuliare,0.0,0.8459042993721735,0.0,1.0,12013.0,0.0,yes,1
pulmad,zásnuby,0.0,0.838397461831474,0.0,1.0,19294.0,0.0,no,meaning
põhi,spodok,0.0,0.6773398592944673,0.0,1.0,8120.0,317683.0,yes,near_equivalent
põhjendama,zdôvodňovať,0.0,0.7455675701031685,0.0,1.0,30840.0,121083.0,yes,1
raadio,rádio,0.0,0.8615652609133959,0.0,1.0,5077.0,148117.0,yes,1
ripsmed,mihalnice,0.0,0.865365163215787,0.0,1.0,37263.0,0.0,yes,1
samasugune,nejaká,0.0,0.7446254205425791,0.0,1.0,4134.0,232692.0,no,meaning
selge,jasná,0.0,0.7427438211073156,0.0,1.0,643.0,764054.0,yes,not_basic_form
selts,spolok,0.0,0.7764878405211422,0.0,1.0,13880.0,185095.0,yes,1
sisemine,vnútorná,0.0,0.8280731189528671,0.0,1.0,7566.0,148597.0,yes,not_basic_form
suhkur,cukor,0.0,0.8603751257040864,0.0,1.0,7490.0,157996.0,yes,1
sundima,nútiť,0.0,0.7556784533305458,0.0,1.0,38715.0,292004.0,yes,1
sõitma,jazdiť,0.0,0.8485568843018811,0.0,1.0,2734.0,1406894.0,yes,1
sülle,náručia,0.0,0.7745038711214032,0.0,1.0,8490.0,5.0,no,meaning
tegelema,zaoberať,0.0,0.8469441107073374,0.0,1.0,2658.0,817278.0,yes,1
tellimus,objednávka,0.0,0.7895104103380255,0.0,1.0,13520.0,182512.0,yes,1
ujumisriided,papuče,0.0,0.7758032475276552,0.0,1.0,132856.0,0.0,no,meaning
vangi,väzenia,0.0,0.7971285388418876,0.0,1.0,5051.0,0.0,yes,not_basic_form
vangis,väzení,0.0,0.8557773399795732,0.0,1.0,16294.0,5.0,yes,not_basic_form
vangist,väzenia,0.0,0.7472550219067831,0.0,1.0,68059.0,0.0,yes,not_basic_form
vuntsid,strapaté,0.0,0.7562211777737028,0.0,1.0,60033.0,0.0,no,meaning
võimalik,možné,0.0,0.8568250370631352,0.0,1.0,135.0,2337813.0,yes,not_basic_form
õhtu,večera,0.0,0.7872254091503179,0.0,1.0,2689.0,832578.0,yes,not_basic_form
õnnelik,šťastný,0.0,0.8173228339201597,0.0,1.0,2381.0,251656.0,yes,1
üheksa,deväť,0.0,0.8458153713913186,0.0,1.0,2253.0,166919.0,yes,1
võistlus,preteky,3.0,0.7384884741388082,0.052904849919907,0.9331497394385628,3683.0,524195.0,yes,near_equivalent
minister,Minister,3.0,0.7576442246804431,0.131058128548362,0.8525286581359823,1342.0,305397.0,yes,1
vms,napr,3.0,0.6969952584918999,0.0380068970724593,0.9482900876075984,1552.0,230297.0,no,shortcut
lugu,thriller,3.0,0.6249651240217721,0.1468702971977546,0.8097129347009049,502.0,1104562.0,no,meaning
enda,svojho,0.0,0.6496769298991485,0.0,1.0,163.0,72.0,yes,not_basic_form
nõu,prekonzultovať,1.0,0.6738878104354237,0.0438723741665644,0.9388759991042238,1498.0,282856.0,no,meaning
